"ACCOUNT_NUM","APPRAISAL_YR","SECTION_NUM","SPTD_CD","SPTD_DESC","ZONING","FRONT_DIM","DEPTH_DIM","AREA_SIZE","AREA_UOM_DESC","PRICING_METH_DESC","COST_PER_UOM","MARKET_ADJ_PCT","VAL_AMT","AG_USE_IND","ACCT_AG_VAL_AMT"
"00000184669000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","9302.000","SQUARE FEET","STANDARD","40.00",".00","372080.00","N","0"
"00000184741000000","2019","1","F10","COMMERCIAL IMPROVEMENTS","COMMUNITY RETAIL DISTRICT","185","0","16650.000","SQUARE FEET","STANDARD","40.00",".00","666000.00","N","0"
"00000184816000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","7199.000","SQUARE FEET","STANDARD","40.00","-.20","230368.00","N","0"
"00000184855000100","2019","1","B12","MFR - DUPLEXES","MULTIFAMILY DISTRICT 2","25","144","3600.000","SQUARE FEET","STANDARD","42.00",".00","151200.00","N","0"
"00000184882000000","2019","1","F10","COMMERCIAL IMPROVEMENTS","COMMUNITY RETAIL DISTRICT","73","0","1825.000","SQUARE FEET","STANDARD","40.00",".00","73000.00","N","0"
"00000184987000000","2019","1","A11","SINGLE FAMILY RESIDENCES","MULTIFAMILY DISTRICT 2","50","70","3500.000","SQUARE FEET","STANDARD","42.00",".00","147000.00","N","0"
"00000185026000000","2019","1","B12","MFR - DUPLEXES","MULTIFAMILY DISTRICT 2","50","85","4250.000","SQUARE FEET","STANDARD","42.00",".00","178500.00","N","0"
"00000185032000000","2019","1","B12","MFR - DUPLEXES","MULTIFAMILY DISTRICT 2","25","85","4250.000","SQUARE FEET","STANDARD","42.00",".00","178500.00","N","0"
"00000185089000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","9847.000","SQUARE FEET","STANDARD","40.00","-.15","334798.00","N","0"
"00000185125000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","9138.000","SQUARE FEET","STANDARD","40.00","-.15","310692.00","N","0"
"00000185170000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","9542.000","SQUARE FEET","STANDARD","40.00","-.15","324428.00","N","0"
"00000185200000001","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","0","0","4476.000","SQUARE FEET","STANDARD","40.00","-.15","152184.00","N","0"
"00000185347000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","9052.000","SQUARE FEET","STANDARD","40.00",".00","362080.00","N","0"
"00000185497000000","2019","1","B12","MFR - DUPLEXES","MULTIFAMILY DISTRICT 2","50","130","6500.000","SQUARE FEET","STANDARD","42.00",".00","273000.00","N","0"
"00000185605000000","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","49","138","6762.000","SQUARE FEET","STANDARD","40.00",".00","270480.00","N","0"
"00000185662000000","2019","1","F10","COMMERCIAL IMPROVEMENTS","COMMUNITY RETAIL DISTRICT","50","0","2500.000","SQUARE FEET","STANDARD","35.00",".00","87500.00","N","0"
"00000185698000000","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","49","140","6860.000","SQUARE FEET","STANDARD","40.00",".00","274400.00","N","0"
"00000185713000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","48","143","6864.000","SQUARE FEET","STANDARD","40.00",".00","274560.00","N","0"
"00000185761000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","49","139","6811.000","SQUARE FEET","STANDARD","40.00",".00","272440.00","N","0"
"00000185830000000","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","50","140","7000.000","SQUARE FEET","STANDARD","40.00",".00","280000.00","N","0"
"00000185848000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","140","7000.000","SQUARE FEET","STANDARD","40.00",".00","280000.00","N","0"
"00000185878000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","140","7000.000","SQUARE FEET","STANDARD","40.00",".00","280000.00","N","0"
"00000185884000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","140","7000.000","SQUARE FEET","STANDARD","40.00",".00","280000.00","N","0"
"00000185905000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","75","140","10500.000","SQUARE FEET","STANDARD","40.00","-.10","378000.00","N","0"
"00000185977000000","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","47","139","6533.000","SQUARE FEET","STANDARD","40.00",".00","261320.00","N","0"
"00000185998000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","140","7000.000","SQUARE FEET","STANDARD","40.00",".00","280000.00","N","0"
"00000186046000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","49","140","6860.000","SQUARE FEET","STANDARD","40.00",".00","274400.00","N","0"
"00000186067000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","7096.000","SQUARE FEET","STANDARD","40.00",".00","283838.00","N","0"
"00000186193000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","55","160","8800.000","SQUARE FEET","STANDARD","40.00",".00","352000.00","N","0"
"00000186208000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","170","8500.000","SQUARE FEET","STANDARD","40.00",".00","340000.00","N","0"
"00000186229000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","170","8500.000","SQUARE FEET","STANDARD","40.00",".00","340000.00","N","0"
"00000186268000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","170","8500.000","SQUARE FEET","STANDARD","40.00","-.20","272000.00","N","0"
"00000186505000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000186517000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000186538000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","160","8000.000","SQUARE FEET","STANDARD","40.00",".00","320000.00","N","0"
"00000186565000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000186568000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000186574000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000186616000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000186628000000","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000186643000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000186742000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","156","9360.000","SQUARE FEET","STANDARD","40.00",".00","374400.00","N","0"
"00000186760000000","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","55","155","8525.000","SQUARE FEET","STANDARD","40.00",".00","341000.00","N","0"
"00000186862000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","160","8000.000","SQUARE FEET","STANDARD","40.00",".00","320000.00","N","0"
"00000186865000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","160","9600.000","SQUARE FEET","STANDARD","40.00",".00","384000.00","N","0"
"00000186988000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","160","8000.000","SQUARE FEET","STANDARD","40.00",".00","320000.00","N","0"
"00000187006000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","170","8500.000","SQUARE FEET","STANDARD","40.00",".00","340000.00","N","0"
"00000187036000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","170","8500.000","SQUARE FEET","STANDARD","40.00",".00","340000.00","N","0"
"00000187087000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","54","160","8640.000","SQUARE FEET","STANDARD","40.00",".00","345600.00","N","0"
"00000187147000000","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","50","160","8000.000","SQUARE FEET","STANDARD","40.00",".00","320000.00","N","0"
"00000187252000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000187306000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000187309000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000187348000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000187387000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000187432000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000187441000000","2019","1","B12","MFR - DUPLEXES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000187504000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","156","7800.000","SQUARE FEET","STANDARD","40.00",".00","312000.00","N","0"
"00000187573000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","198","9900.000","SQUARE FEET","STANDARD","40.00","-.10","356400.00","N","0"
"00000187585000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","198","9900.000","SQUARE FEET","STANDARD","40.00","-.10","356400.00","N","0"
"00000187648000000","2019","1","C11","SFR - VACANT LOTS/TRACTS","SINGLE FAMILY DISTRICT 7,500 S","50","161","8050.000","SQUARE FEET","STANDARD","40.00",".00","322000.00","N","0"
"00000187720000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","144","7200.000","SQUARE FEET","STANDARD","40.00",".00","288000.00","N","0"
"00000187816000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","144","7200.000","SQUARE FEET","STANDARD","40.00","-.10","259200.00","N","0"
"00000187849000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","144","6916.000","SQUARE FEET","STANDARD","40.00",".00","276640.00","N","0"
"00000187888000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","144","7200.000","SQUARE FEET","STANDARD","40.00",".00","288000.00","N","0"
"00000187954000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","144","7200.000","SQUARE FEET","STANDARD","40.00",".00","288000.00","N","0"
"00000187969000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","144","7200.000","SQUARE FEET","STANDARD","40.00",".00","288000.00","N","0"
"00000187975000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","144","7200.000","SQUARE FEET","STANDARD","40.00",".00","288000.00","N","0"
"00000188017000000","2019","1","B12","MFR - DUPLEXES","TOWNHOUSE DISTRICT 3","25","136","3354.000","SQUARE FEET","STANDARD","40.00",".00","134160.00","N","0"
"00000188047000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","160","8000.000","SQUARE FEET","STANDARD","40.00",".00","320000.00","N","0"
"00000188074000000","2019","1","B12","MFR - DUPLEXES","TOWNHOUSE DISTRICT 3","25","170","4250.000","SQUARE FEET","STANDARD","40.00",".00","170000.00","N","0"
"00000188077000100","2019","2","B12","MFR - DUPLEXES","TOWNHOUSE DISTRICT 3","25","170","4360.000","SQUARE FEET","STANDARD","40.00",".00","174400.00","N","0"
"00000188284000000","2019","1","B12","MFR - DUPLEXES","TOWNHOUSE DISTRICT 3","50","170","8500.000","SQUARE FEET","STANDARD","40.00",".00","340000.00","N","0"
"00000188353000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 5,000 S","50","150","7228.000","SQUARE FEET","FLAT PRICE","12000.00",".00","12000.00","N","0"
"00000188395000000","2019","1","C11","SFR - VACANT LOTS/TRACTS","SINGLE FAMILY DISTRICT 5,000 S","50","150","7361.000","SQUARE FEET","FLAT PRICE","12000.00",".00","12000.00","N","0"
"00000188554000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 5,000 S","50","150","7439.000","SQUARE FEET","FLAT PRICE","12000.00",".00","12000.00","N","0"
"00000188563000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 5,000 S","50","150","7393.000","SQUARE FEET","FLAT PRICE","12000.00",".00","12000.00","N","0"
"00000188569000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 5,000 S","50","125","6551.000","SQUARE FEET","FLAT PRICE","12000.00",".00","12000.00","N","0"
"00000188578000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 5,000 S","50","125","6621.000","SQUARE FEET","FLAT PRICE","12000.00",".00","12000.00","N","0"
"00000188701000000","2019","1","C11","SFR - VACANT LOTS/TRACTS","SINGLE FAMILY DISTRICT 5,000 S","64","139","9086.000","SQUARE FEET","FLAT PRICE","12000.00",".00","12000.00","N","0"
"00000188728000000","2019","1","C11","SFR - VACANT LOTS/TRACTS","SINGLE FAMILY DISTRICT 5,000 S","53","135","6958.000","SQUARE FEET","FLAT PRICE","12000.00",".00","12000.00","N","0"
"00000188740000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 5,000 S","53","135","6979.000","SQUARE FEET","FLAT PRICE","12000.00",".00","12000.00","N","0"
"00000398857000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","130","9203.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000398878000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","128","9086.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000398884000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","128","9035.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000398941000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","75","130","9808.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000398980000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","75","169","11912.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399001000000","2019","1","B12","MFR - DUPLEXES","D LIQUOR CONTROL OVERLAY DISTR","70","130","9036.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399019000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","130","8975.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399090500000","2019","1","F10","COMMERCIAL IMPROVEMENTS","COMMUNITY RETAIL DISTRICT","0","0","28244.000","SQUARE FEET","STANDARD","5.00",".00","141220.00","N","0"
"00000399121000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","85","129","10601.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399184000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","129","8546.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399298000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","90","130","11502.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399304000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","130","8854.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399382000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","156","10870.000","SQUARE FEET","FLAT PRICE","145000.00","-.10","130500.00","N","0"
"00000399436000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","89","155","9395.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399517000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","86","130","10646.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399550000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","90","142","12699.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399553000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","65","137","8789.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399625000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","75","122","9102.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399646000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","65","125","9179.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399655000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","125","9422.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399673000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","125","8789.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399682000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","125","8652.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399694000000","2019","1","F10","COMMERCIAL IMPROVEMENTS","SINGLE FAMILY DISTRICT 7,500 S","0","0","48787.000","SQUARE FEET","STANDARD","10.00",".00","487870.00","N","0"
"00000399727000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","136","9499.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399787000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","95","145","12367.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399796000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","124","9056.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000399994000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","110","7892.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000400078000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","110","7778.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000400204000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","110","7839.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000400237000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","125","8608.000","SQUARE FEET","FLAT PRICE","145000.00","-.20","116000.00","N","0"
"00000400240000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","147","8480.000","SQUARE FEET","FLAT PRICE","145000.00","-.20","116000.00","N","0"
"00000400270000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","100","110","10713.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000400453000000","2019","1","B12","MFR - DUPLEXES","D LIQUOR CONTROL OVERLAY DISTR","70","135","9367.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000400459000000","2019","1","B12","MFR - DUPLEXES","D LIQUOR CONTROL OVERLAY DISTR","70","135","9302.000","SQUARE FEET","FLAT PRICE","145000.00",".00","145000.00","N","0"
"00000400585000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","140","8400.000","SQUARE FEET","STANDARD","65.00",".00","546000.00","N","0"
"00000400633000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","55","140","8601.000","SQUARE FEET","STANDARD","65.00",".00","559065.00","N","0"
"00000400750000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","162","9399.000","SQUARE FEET","STANDARD","65.00",".00","610935.00","N","0"
"00000400789000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","170","11900.000","SQUARE FEET","STANDARD","65.00",".00","773500.00","N","0"
"00000400840000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","70","158","11060.000","SQUARE FEET","STANDARD","65.00",".00","718900.00","N","0"
"00000400852000000","2019","1","A11","SINGLE FAMILY RESIDENCES","PLANNED DEVELOPMENT DISTRICT","70","158","11060.000","SQUARE FEET","STANDARD","65.00",".00","718900.00","N","0"
"00000400903000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","74","160","11840.000","SQUARE FEET","STANDARD","65.00",".00","769600.00","N","0"
"00000400951000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","83","168","12640.000","SQUARE FEET","STANDARD","65.00","-.15","698360.00","N","0"
"00000400981000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","160","11200.000","SQUARE FEET","STANDARD","65.00",".00","728000.00","N","0"
"00000400987000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","70","160","11200.000","SQUARE FEET","STANDARD","65.00",".00","728000.00","N","0"
"00000401041000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","105","160",".000","SQUARE FEET","FLAT PRICE","280000.00",".50","420000.00","N","0"
"00000401113000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","140",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401134000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","180",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401146000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","55","200",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401188000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","55","180",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401311000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","170","8500.000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401455000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","50","175",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401473000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","0","0","52090.000","SQUARE FEET","FLAT PRICE","280000.00",".75","490000.00","N","0"
"00000401575000000","2019","1","C12","COMMERCIAL - VACANT PLOTTED LOTS/TRACTS","SINGLE FAMILY DISTRICT 7,500 S","0","0","77972.000","SQUARE FEET","STANDARD","1.00",".00","77972.00","N","0"
"00000401605000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","69","150",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401713000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","130",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401716000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","60","130",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401752000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","100","136",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
"00000401755000000","2019","1","A11","SINGLE FAMILY RESIDENCES","SINGLE FAMILY DISTRICT 7,500 S","80","132",".000","SQUARE FEET","FLAT PRICE","280000.00",".00","280000.00","N","0"
