"ACCOUNT_NUM","APPRAISAL_YR","SORTORDER","EXEMPTION_CD","EXEMPTION","CITY_APPLD_VAL","CNTY_APPLD_VAL","ISD_APPLD_VAL","HOSPITAL_APPLD_VAL","COLLEGE_APPLD_VAL","SPCL_APPLIED_VAL"
"00000722866000000","2019","1","1","HOMESTEAD EXEMPTION","26075.00","26075.00","38037.00","26075.00","26075.00",".00"
"00000722869000000","2019","1","1","HOMESTEAD EXEMPTION","24274.00","24274.00","37137.00","24274.00","24274.00",".00"
"00000722872000000","2019","1","1","HOMESTEAD EXEMPTION","43256.00","43256.00","46628.00","43256.00","43256.00",".00"
"00000722878000000","2019","1","1","HOMESTEAD EXEMPTION","18344.00","18344.00","34172.00","18344.00","18344.00",".00"
"00000722884000000","2019","1","1","HOMESTEAD EXEMPTION","23413.00","23413.00","36706.00","23413.00","23413.00",".00"
"00000722887000000","2019","1","1","HOMESTEAD EXEMPTION","18854.00","18854.00","34427.00","18854.00","18854.00",".00"
"00000722902000000","2019","1","1","HOMESTEAD EXEMPTION","24180.00","24180.00","37090.00","24180.00","24180.00",".00"
"00000722905000000","2019","1","1","HOMESTEAD EXEMPTION","51153.00","51153.00","50576.00","51153.00","51153.00",".00"
"00000722908000000","2019","1","1","HOMESTEAD EXEMPTION","43837.00","43837.00","46918.00","43837.00","43837.00",".00"
"00000722911000000","2019","1","1","HOMESTEAD EXEMPTION","43041.00","43041.00","46520.00","43041.00","43041.00",".00"
"00000722914000000","2019","1","1","HOMESTEAD EXEMPTION","57710.00","57710.00","53855.00","57710.00","57710.00",".00"
"00000722920000000","2019","1","1","HOMESTEAD EXEMPTION","35368.00","35368.00","42684.00","35368.00","35368.00",".00"
"00000722923000000","2019","1","1","HOMESTEAD EXEMPTION","48104.00","48104.00","49052.00","48104.00","48104.00",".00"
"00000722926000000","2019","1","1","HOMESTEAD EXEMPTION","54721.00","54721.00","52360.00","54721.00","54721.00",".00"
"00000722929000000","2019","1","1","HOMESTEAD EXEMPTION","52651.00","52651.00","51325.00","52651.00","52651.00",".00"
"00000722932000000","2019","1","1","HOMESTEAD EXEMPTION","44874.00","44874.00","47437.00","44874.00","44874.00",".00"
"00000722935000000","2019","1","1","HOMESTEAD EXEMPTION","40212.00","40212.00","45106.00","40212.00","40212.00",".00"
"00000722938000000","2019","1","1","HOMESTEAD EXEMPTION","40946.00","40946.00","45473.00","40946.00","40946.00",".00"
"00000722941000000","2019","1","1","HOMESTEAD EXEMPTION","65263.00","65263.00","57631.00","65263.00","65263.00",".00"
"00000722944000000","2019","1","1","HOMESTEAD EXEMPTION","51228.00","51228.00","50614.00","51228.00","51228.00",".00"
"00000722947000000","2019","1","1","HOMESTEAD EXEMPTION","52983.00","52983.00","51491.00","52983.00","52983.00",".00"
"00000722950000000","2019","1","1","HOMESTEAD EXEMPTION","54944.00","54944.00","52472.00","54944.00","54944.00",".00"
"00000722953000000","2019","1","1","HOMESTEAD EXEMPTION","55016.00","55016.00","52508.00","55016.00","55016.00",".00"
"00000722956000000","2019","1","1","HOMESTEAD EXEMPTION","46992.00","46992.00","48496.00","46992.00","46992.00",".00"
"00000722959000000","2019","1","1","HOMESTEAD EXEMPTION","67310.00","67310.00","58655.00","67310.00","67310.00",".00"
"00000722962000000","2019","1","1","HOMESTEAD EXEMPTION","40757.00","40757.00","45378.00","40757.00","40757.00",".00"
"00000722968000000","2019","1","1","HOMESTEAD EXEMPTION","53908.00","53908.00","51954.00","53908.00","53908.00",".00"
"00000722974000000","2019","1","1","HOMESTEAD EXEMPTION","30908.00","30908.00","40454.00","30908.00","30908.00",".00"
"00000722977000000","2019","1","1","HOMESTEAD EXEMPTION","33726.00","33726.00","41863.00","33726.00","33726.00",".00"
"00000722980000000","2019","1","1","HOMESTEAD EXEMPTION","24841.00","24841.00","29170.00","24841.00","24841.00",".00"
"00000722986000000","2019","1","1","HOMESTEAD EXEMPTION","37463.00","37463.00","43731.00","37463.00","37463.00",".00"
"00000722989000000","2019","1","1","HOMESTEAD EXEMPTION","42190.00","42190.00","46095.00","42190.00","42190.00",".00"
"00000722992500000","2019","1","1","HOMESTEAD EXEMPTION","38600.00","38600.00","44300.00","38600.00","38600.00",".00"
"00000722998000000","2019","1","1","HOMESTEAD EXEMPTION","29282.00","29282.00","39641.00","29282.00","29282.00",".00"
"00000723001000000","2019","1","1","HOMESTEAD EXEMPTION","51726.00","51726.00","50863.00","51726.00","51726.00",".00"
"00000723004000000","2019","1","1","HOMESTEAD EXEMPTION","46132.00","46132.00","48066.00","46132.00","46132.00",".00"
"00000723007000000","2019","1","1","HOMESTEAD EXEMPTION","38696.00","38696.00","44348.00","38696.00","38696.00",".00"
"00000723010000000","2019","1","1","HOMESTEAD EXEMPTION","46205.00","46205.00","48102.00","46205.00","46205.00",".00"
"00000723016000000","2019","1","1","HOMESTEAD EXEMPTION","44675.00","44675.00","47337.00","44675.00","44675.00",".00"
"00000723019000000","2019","1","1","HOMESTEAD EXEMPTION","41252.00","41252.00","45626.00","41252.00","41252.00",".00"
"00000723022000000","2019","1","1","HOMESTEAD EXEMPTION","62906.00","62906.00","56453.00","62906.00","62906.00",".00"
"00000723025000000","2019","1","1","HOMESTEAD EXEMPTION","42090.00","42090.00","46044.00","42090.00","42090.00",".00"
"00000723028000000","2019","1","1","HOMESTEAD EXEMPTION","68700.00","68700.00","59350.00","68700.00","68700.00",".00"
"00000723031000000","2019","1","1","HOMESTEAD EXEMPTION","61972.00","61972.00","55986.00","61972.00","61972.00",".00"
"00000723034000000","2019","1","1","HOMESTEAD EXEMPTION","77808.00","77808.00","63904.00","77808.00","77808.00",".00"
"00000723037000000","2019","1","1","HOMESTEAD EXEMPTION","53908.00","53908.00","51954.00","53908.00","53908.00",".00"
"00000723040000000","2019","1","1","HOMESTEAD EXEMPTION","45902.00","45902.00","47951.00","45902.00","45902.00",".00"
"00000723043000000","2019","1","1","HOMESTEAD EXEMPTION","39696.00","39696.00","44848.00","39696.00","39696.00",".00"
"00000723046000000","2019","1","1","HOMESTEAD EXEMPTION","40370.00","40370.00","45185.00","40370.00","40370.00",".00"
"00000723049000000","2019","1","1","HOMESTEAD EXEMPTION","52410.00","52410.00","51205.00","52410.00","52410.00",".00"
"00000723052000000","2019","1","1","HOMESTEAD EXEMPTION","49334.00","49334.00","49667.00","49334.00","49334.00",".00"
"00000723055000000","2019","1","1","HOMESTEAD EXEMPTION","39200.00","39200.00","44600.00","39200.00","39200.00",".00"
"00000723064000000","2019","1","1","HOMESTEAD EXEMPTION","52612.00","52612.00","51306.00","52612.00","52612.00",".00"
"00000723067000000","2019","1","1","HOMESTEAD EXEMPTION","46959.00","46959.00","48479.00","46959.00","46959.00",".00"
"00000723070000000","2019","1","1","HOMESTEAD EXEMPTION","50523.00","50523.00","50261.00","50523.00","50523.00",".00"
"00000723073000000","2019","1","1","HOMESTEAD EXEMPTION","43293.00","43293.00","46646.00","43293.00","43293.00",".00"
"00000723076000000","2019","1","1","HOMESTEAD EXEMPTION","59489.00","59489.00","54744.00","59489.00","59489.00",".00"
"00000723079000000","2019","1","1","HOMESTEAD EXEMPTION","48472.00","48472.00","49236.00","48472.00","48472.00",".00"
"00000723085000000","2019","1","1","HOMESTEAD EXEMPTION","53240.00","53240.00","51620.00","53240.00","53240.00",".00"
"00000723088000000","2019","1","1","HOMESTEAD EXEMPTION","66080.00","66080.00","58040.00","66080.00","66080.00",".00"
"00000723097000000","2019","1","1","HOMESTEAD EXEMPTION","67958.00","67958.00","58979.00","67958.00","67958.00",".00"
"00000723100000000","2019","1","1","HOMESTEAD EXEMPTION","46353.00","46353.00","48176.00","46353.00","46353.00",".00"
"00000723106000000","2019","1","1","HOMESTEAD EXEMPTION","53536.00","53536.00","51768.00","53536.00","53536.00",".00"
"00000723109000000","2019","1","1","HOMESTEAD EXEMPTION","56558.00","56558.00","53279.00","56558.00","56558.00",".00"
"00000723112000000","2019","1","1","HOMESTEAD EXEMPTION","42906.00","42906.00","46453.00","42906.00","42906.00",".00"
"00000723115000000","2019","1","1","HOMESTEAD EXEMPTION","93057.00","93057.00","71528.00","93057.00","93057.00",".00"
"00000723118000000","2019","1","1","HOMESTEAD EXEMPTION","67120.00","67120.00","58560.00","67120.00","67120.00",".00"
"00000723121000000","2019","1","1","HOMESTEAD EXEMPTION","44571.00","44571.00","47285.00","44571.00","44571.00",".00"
"00000723124000000","2019","1","1","HOMESTEAD EXEMPTION","38652.00","38652.00","44326.00","38652.00","38652.00",".00"
"00000723127000000","2019","1","1","HOMESTEAD EXEMPTION","44028.00","44028.00","47014.00","44028.00","44028.00",".00"
"00000723130000000","2019","1","1","HOMESTEAD EXEMPTION","38630.00","38630.00","44315.00","38630.00","38630.00",".00"
"00000723133000000","2019","1","1","HOMESTEAD EXEMPTION","64286.00","64286.00","57143.00","64286.00","64286.00",".00"
"00000723136000000","2019","1","1","HOMESTEAD EXEMPTION","59772.00","59772.00","54886.00","59772.00","59772.00",".00"
"00000723139000000","2019","1","1","HOMESTEAD EXEMPTION","34589.00","34589.00","42294.00","34589.00","34589.00",".00"
"00000723144000000","2019","1","1","HOMESTEAD EXEMPTION","52063.00","52063.00","51031.00","52063.00","52063.00",".00"
"00000723145000000","2019","1","1","HOMESTEAD EXEMPTION","57132.00","57132.00","53566.00","57132.00","57132.00",".00"
"00000723148000000","2019","1","1","HOMESTEAD EXEMPTION","51861.00","51861.00","50930.00","51861.00","51861.00",".00"
"00000723151000000","2019","1","1","HOMESTEAD EXEMPTION","33632.00","33632.00","41816.00","33632.00","33632.00",".00"
"00000723154000000","2019","1","1","HOMESTEAD EXEMPTION","47266.00","47266.00","48632.00","47266.00","47266.00",".00"
"00000723157000000","2019","1","1","HOMESTEAD EXEMPTION","59998.00","59998.00","54999.00","59998.00","59998.00",".00"
"00000723160000000","2019","1","1","HOMESTEAD EXEMPTION","42042.00","42042.00","46020.00","42042.00","42042.00",".00"
"00000723163000000","2019","1","1","HOMESTEAD EXEMPTION","37362.00","37362.00","43681.00","37362.00","37362.00",".00"
"00000723166000000","2019","1","1","HOMESTEAD EXEMPTION","64420.00","64420.00","57210.00","64420.00","64420.00",".00"
"00000723169000000","2019","1","1","HOMESTEAD EXEMPTION","52332.00","52332.00","51166.00","52332.00","52332.00",".00"
"00000723172000000","2019","1","1","HOMESTEAD EXEMPTION","55205.00","55205.00","52602.00","55205.00","55205.00",".00"
"00000723175000000","2019","1","1","HOMESTEAD EXEMPTION","49079.00","49079.00","49539.00","49079.00","49079.00",".00"
"00000723178000000","2019","1","1","HOMESTEAD EXEMPTION","38000.00","38000.00","44000.00","38000.00","38000.00",".00"
"00000723181000000","2019","1","1","HOMESTEAD EXEMPTION","60646.00","60646.00","55323.00","60646.00","60646.00",".00"
"00000723184000000","2019","1","1","HOMESTEAD EXEMPTION","54578.00","54578.00","52289.00","54578.00","54578.00",".00"
"00000723193000000","2019","1","1","HOMESTEAD EXEMPTION","43357.00","43357.00","46678.00","43357.00","43357.00",".00"
"00000723196000000","2019","1","1","HOMESTEAD EXEMPTION","52141.00","52141.00","51070.00","52141.00","52141.00",".00"
"00000723199000000","2019","1","1","HOMESTEAD EXEMPTION","51751.00","51751.00","50875.00","51751.00","51751.00",".00"
"00000723202000000","2019","1","1","HOMESTEAD EXEMPTION","47228.00","47228.00","48614.00","47228.00","47228.00",".00"
"00000723208000000","2019","1","1","HOMESTEAD EXEMPTION","47149.00","47149.00","48574.00","47149.00","47149.00",".00"
"00000723211000000","2019","1","1","HOMESTEAD EXEMPTION","59697.00","59697.00","54848.00","59697.00","59697.00",".00"
"00000723214000000","2019","1","1","HOMESTEAD EXEMPTION","51723.00","51723.00","50861.00","51723.00","51723.00",".00"
"00000723217000000","2019","1","1","HOMESTEAD EXEMPTION","62755.00","62755.00","56377.00","62755.00","62755.00",".00"
"00000723220000000","2019","1","1","HOMESTEAD EXEMPTION","76274.00","76274.00","63137.00","76274.00","76274.00",".00"
"00000723223000000","2019","1","1","HOMESTEAD EXEMPTION","47527.00","47527.00","48763.00","47527.00","47527.00",".00"
"00000723226000000","2019","1","1","HOMESTEAD EXEMPTION","51175.00","51175.00","50587.00","51175.00","51175.00",".00"
"00000723233000000","2019","1","1","HOMESTEAD EXEMPTION","52815.00","52815.00","51407.00","52815.00","52815.00",".00"
"00000723235000000","2019","1","1","HOMESTEAD EXEMPTION","65368.00","65368.00","57684.00","65368.00","65368.00",".00"
"00000723238000000","2019","1","1","HOMESTEAD EXEMPTION","57193.00","57193.00","53596.00","57193.00","57193.00",".00"
"00000723244000000","2019","1","1","HOMESTEAD EXEMPTION","46057.00","46057.00","48028.00","46057.00","46057.00",".00"
"00000723253000000","2019","1","1","HOMESTEAD EXEMPTION","56762.00","56762.00","53381.00","56762.00","56762.00",".00"
"00000723256000000","2019","1","1","HOMESTEAD EXEMPTION","63319.00","63319.00","56659.00","63319.00","63319.00",".00"
"00000723259000000","2019","1","1","HOMESTEAD EXEMPTION","54672.00","54672.00","52336.00","54672.00","54672.00",".00"
"00000723262000000","2019","1","1","HOMESTEAD EXEMPTION","26825.00","26825.00","25912.00","26825.00","26825.00",".00"
"00000723265000000","2019","1","1","HOMESTEAD EXEMPTION","55778.00","55778.00","52889.00","55778.00","55778.00",".00"
"00000723268000000","2019","1","1","HOMESTEAD EXEMPTION","37255.00","37255.00","43627.00","37255.00","37255.00",".00"
"00000723275000000","2019","1","1","HOMESTEAD EXEMPTION","39848.00","39848.00","44924.00","39848.00","39848.00",".00"
"00000723277000000","2019","1","1","HOMESTEAD EXEMPTION","50494.00","50494.00","50247.00","50494.00","50494.00",".00"
"00000723280000000","2019","1","1","HOMESTEAD EXEMPTION","54000.00","54000.00","52000.00","54000.00","54000.00",".00"
"00000723283000000","2019","1","1","HOMESTEAD EXEMPTION","37575.00","37575.00","43787.00","37575.00","37575.00",".00"
"00000723286000000","2019","1","1","HOMESTEAD EXEMPTION","68660.00","68660.00","59330.00","68660.00","68660.00",".00"
"00000723289000000","2019","1","1","HOMESTEAD EXEMPTION","41709.00","41709.00","45854.00","41709.00","41709.00",".00"
"00000723292000000","2019","1","1","HOMESTEAD EXEMPTION","66802.00","66802.00","58401.00","66802.00","66802.00",".00"
"00000723295000000","2019","1","1","HOMESTEAD EXEMPTION","62860.00","62860.00","56430.00","62860.00","62860.00",".00"
"00000723298000000","2019","1","1","HOMESTEAD EXEMPTION","50883.00","50883.00","50441.00","50883.00","50883.00",".00"
"00000723301000000","2019","1","1","HOMESTEAD EXEMPTION","47155.00","47155.00","48577.00","47155.00","47155.00",".00"
"00000723304000000","2019","1","1","HOMESTEAD EXEMPTION","78346.00","78346.00","64173.00","78346.00","78346.00",".00"
"00000723307000000","2019","1","1","HOMESTEAD EXEMPTION","45852.00","45852.00","47926.00","45852.00","45852.00",".00"
"00000723310000000","2019","1","1","HOMESTEAD EXEMPTION","46311.00","46311.00","48155.00","46311.00","46311.00",".00"
"00000723313000000","2019","1","1","HOMESTEAD EXEMPTION","23847.00","23847.00","36923.00","23847.00","23847.00",".00"
"00000723316000000","2019","1","1","HOMESTEAD EXEMPTION","25091.00","25091.00","37545.00","25091.00","25091.00",".00"
"00000723322000000","2019","1","1","HOMESTEAD EXEMPTION","25850.00","25850.00","37925.00","25850.00","25850.00",".00"
"00000723331000000","2019","1","1","HOMESTEAD EXEMPTION","33331.00","33331.00","41665.00","33331.00","33331.00",".00"
"00000723337000000","2019","1","1","HOMESTEAD EXEMPTION","25494.00","25494.00","37747.00","25494.00","25494.00",".00"
"00000723352000000","2019","1","1","HOMESTEAD EXEMPTION","26087.00","26087.00","38043.00","26087.00","26087.00",".00"
"00000723355000000","2019","1","1","HOMESTEAD EXEMPTION","26763.00","26763.00","38381.00","26763.00","26763.00",".00"
"00000723358000000","2019","1","1","HOMESTEAD EXEMPTION","23557.00","23557.00","36778.00","23557.00","23557.00",".00"
"00000723361000000","2019","1","1","HOMESTEAD EXEMPTION","23123.00","23123.00","36561.00","23123.00","23123.00",".00"
"00000723364000000","2019","1","1","HOMESTEAD EXEMPTION","33152.00","33152.00","41576.00","33152.00","33152.00",".00"
"00000723367000000","2019","1","1","HOMESTEAD EXEMPTION","26230.00","26230.00","38115.00","26230.00","26230.00",".00"
"00000723370000000","2019","1","1","HOMESTEAD EXEMPTION","25199.00","25199.00","37599.00","25199.00","25199.00",".00"
"00000723373000000","2019","1","1","HOMESTEAD EXEMPTION","30636.00","30636.00","40318.00","30636.00","30636.00",".00"
"00000723379000000","2019","1","1","HOMESTEAD EXEMPTION","24731.00","24731.00","37365.00","24731.00","24731.00",".00"
"00000723385000000","2019","1","1","HOMESTEAD EXEMPTION","24608.00","24608.00","37304.00","24608.00","24608.00",".00"
"00000723388000000","2019","1","1","HOMESTEAD EXEMPTION","30526.00","30526.00","40263.00","30526.00","30526.00",".00"
"00000723391000000","2019","1","1","HOMESTEAD EXEMPTION","30139.00","30139.00","40069.00","30139.00","30139.00",".00"
"00000723394000000","2019","1","1","HOMESTEAD EXEMPTION","23844.00","23844.00","36922.00","23844.00","23844.00",".00"
"00000723400000000","2019","1","1","HOMESTEAD EXEMPTION","25184.00","25184.00","37592.00","25184.00","25184.00",".00"
"00000723403000000","2019","1","1","HOMESTEAD EXEMPTION","24669.00","24669.00","37334.00","24669.00","24669.00",".00"
"00000723406000000","2019","1","1","HOMESTEAD EXEMPTION","20320.00","20320.00","35160.00","20320.00","20320.00",".00"
"00000723409000000","2019","1","1","HOMESTEAD EXEMPTION","24551.00","24551.00","37275.00","24551.00","24551.00",".00"
"00000723415000000","2019","1","1","HOMESTEAD EXEMPTION","23817.00","23817.00","36908.00","23817.00","23817.00",".00"
"00000723418000000","2019","1","1","HOMESTEAD EXEMPTION","28901.00","28901.00","39450.00","28901.00","28901.00",".00"
"00000723421000000","2019","1","1","HOMESTEAD EXEMPTION","23940.00","23940.00","36970.00","23940.00","23940.00",".00"
"00000723424000000","2019","1","1","HOMESTEAD EXEMPTION","24822.00","24822.00","37411.00","24822.00","24822.00",".00"
"00000723427000000","2019","1","1","HOMESTEAD EXEMPTION","45305.00","45305.00","47652.00","45305.00","45305.00",".00"
"00000723430000000","2019","1","1","HOMESTEAD EXEMPTION","51123.00","51123.00","50561.00","51123.00","51123.00",".00"
"00000723433000000","2019","1","1","HOMESTEAD EXEMPTION","29323.00","29323.00","39661.00","29323.00","29323.00",".00"
"00000723436000000","2019","1","1","HOMESTEAD EXEMPTION","26125.00","26125.00","38062.00","26125.00","26125.00",".00"
"00000723439000000","2019","1","1","HOMESTEAD EXEMPTION","23832.00","23832.00","36916.00","23832.00","23832.00",".00"
"00000723442000000","2019","1","1","HOMESTEAD EXEMPTION","30098.00","30098.00","40049.00","30098.00","30098.00",".00"
"00000723451000000","2019","1","1","HOMESTEAD EXEMPTION","22479.00","22479.00","36239.00","22479.00","22479.00",".00"
"00000723457000000","2019","1","1","HOMESTEAD EXEMPTION","26163.00","26163.00","38081.00","26163.00","26163.00",".00"
"00000723469000000","2019","1","1","HOMESTEAD EXEMPTION","13878.00","13878.00","31939.00","13878.00","13878.00",".00"
"00000723472000000","2019","1","1","HOMESTEAD EXEMPTION","20134.00","20134.00","35067.00","20134.00","20134.00",".00"
"00000723478000000","2019","1","1","HOMESTEAD EXEMPTION","20871.00","20871.00","35435.00","20871.00","20871.00",".00"
"00000723481000000","2019","1","1","HOMESTEAD EXEMPTION","19153.00","19153.00","34576.00","19153.00","19153.00",".00"
"00000723493000000","2019","1","1","HOMESTEAD EXEMPTION","39490.00","39490.00","44745.00","39490.00","39490.00",".00"
"00000723499000000","2019","1","1","HOMESTEAD EXEMPTION","20578.00","20578.00","35289.00","20578.00","20578.00",".00"
"00000723508000000","2019","1","1","HOMESTEAD EXEMPTION","20314.00","20314.00","35157.00","20314.00","20314.00",".00"
"00000723511000000","2019","1","1","HOMESTEAD EXEMPTION","19197.00","19197.00","34598.00","19197.00","19197.00",".00"
"00000723523000000","2019","1","1","HOMESTEAD EXEMPTION","24378.00","24378.00","37189.00","24378.00","24378.00",".00"
"00000723529000000","2019","1","1","HOMESTEAD EXEMPTION","21269.00","21269.00","35634.00","21269.00","21269.00",".00"
"00000723532000000","2019","1","1","HOMESTEAD EXEMPTION","17740.00","17740.00","33870.00","17740.00","17740.00",".00"
"00000723535000000","2019","1","1","HOMESTEAD EXEMPTION","16922.00","16922.00","33461.00","16922.00","16922.00",".00"
"00000723538000000","2019","1","1","HOMESTEAD EXEMPTION","19753.00","19753.00","34876.00","19753.00","19753.00",".00"
"00000723541000000","2019","1","1","HOMESTEAD EXEMPTION","17157.00","17157.00","33578.00","17157.00","17157.00",".00"
"00000723544000000","2019","1","1","HOMESTEAD EXEMPTION","18691.00","18691.00","34345.00","18691.00","18691.00",".00"
"00000723547000000","2019","1","1","HOMESTEAD EXEMPTION","33748.00","33748.00","41874.00","33748.00","33748.00",".00"
"00000723556000000","2019","1","1","HOMESTEAD EXEMPTION","15263.00","15263.00","32631.00","15263.00","15263.00",".00"
"00000723562000000","2019","1","1","HOMESTEAD EXEMPTION","18788.00","18788.00","34394.00","18788.00","18788.00",".00"
"00000723568000000","2019","1","1","HOMESTEAD EXEMPTION","12826.00","12826.00","31413.00","12826.00","12826.00",".00"
"00000723577000000","2019","1","1","HOMESTEAD EXEMPTION","17562.00","17562.00","33781.00","17562.00","17562.00",".00"
"00000723580000000","2019","1","1","HOMESTEAD EXEMPTION","17197.00","17197.00","33598.00","17197.00","17197.00",".00"
"00000723583000000","2019","1","1","HOMESTEAD EXEMPTION","16902.00","16902.00","33451.00","16902.00","16902.00",".00"
"00000723586000000","2019","1","1","HOMESTEAD EXEMPTION","19696.00","19696.00","34848.00","19696.00","19696.00",".00"
"00000723589000000","2019","1","1","HOMESTEAD EXEMPTION","20176.00","20176.00","35088.00","20176.00","20176.00",".00"
"00000723592000000","2019","1","1","HOMESTEAD EXEMPTION","1827.00","1827.00","4413.00","1827.00","1827.00",".00"
"00000723607000000","2019","1","1","HOMESTEAD EXEMPTION","16621.00","16621.00","33310.00","16621.00","16621.00",".00"
"00000723610000000","2019","1","1","HOMESTEAD EXEMPTION","15261.00","15261.00","32630.00","15261.00","15261.00",".00"
"00000723616000000","2019","1","1","HOMESTEAD EXEMPTION","14989.00","14989.00","32494.00","14989.00","14989.00",".00"
"00000723619000000","2019","1","1","HOMESTEAD EXEMPTION","17562.00","17562.00","33781.00","17562.00","17562.00",".00"
"00000723622000000","2019","1","1","HOMESTEAD EXEMPTION","19580.00","19580.00","34790.00","19580.00","19580.00",".00"
"00000723625000000","2019","1","1","HOMESTEAD EXEMPTION","19762.00","19762.00","34881.00","19762.00","19762.00",".00"
"00000723628000000","2019","1","1","HOMESTEAD EXEMPTION","17282.00","17282.00","33641.00","17282.00","17282.00",".00"
"00000723631000000","2019","1","1","HOMESTEAD EXEMPTION","19446.00","19446.00","34723.00","19446.00","19446.00",".00"
"00000723640000000","2019","1","1","HOMESTEAD EXEMPTION","21463.00","21463.00","35731.00","21463.00","21463.00",".00"
"00000723643000000","2019","1","1","HOMESTEAD EXEMPTION","10551.00","10551.00","17775.00","10551.00","10551.00",".00"
"00000723646000000","2019","1","1","HOMESTEAD EXEMPTION","22476.00","22476.00","36238.00","22476.00","22476.00",".00"
"00000723649000000","2019","1","1","HOMESTEAD EXEMPTION","18924.00","18924.00","34462.00","18924.00","18924.00",".00"
"00000723652000000","2019","1","1","HOMESTEAD EXEMPTION","35740.00","35740.00","42870.00","35740.00","35740.00",".00"
"00000723658000000","2019","1","1","HOMESTEAD EXEMPTION","18763.00","18763.00","34381.00","18763.00","18763.00",".00"
"00000723661000000","2019","1","1","HOMESTEAD EXEMPTION","19492.00","19492.00","34746.00","19492.00","19492.00",".00"
"00000723667000000","2019","1","1","HOMESTEAD EXEMPTION","19056.00","19056.00","34528.00","19056.00","19056.00",".00"
"00000723670000000","2019","1","1","HOMESTEAD EXEMPTION","21071.00","21071.00","35535.00","21071.00","21071.00",".00"
"00000723676000000","2019","1","1","HOMESTEAD EXEMPTION","26830.00","26830.00","38415.00","26830.00","26830.00",".00"
"00000723694000000","2019","1","1","HOMESTEAD EXEMPTION","19025.00","19025.00","34512.00","19025.00","19025.00",".00"
"00000723697000000","2019","1","1","HOMESTEAD EXEMPTION","36384.00","36384.00","43192.00","36384.00","36384.00",".00"
"00000723700000000","2019","1","1","HOMESTEAD EXEMPTION","10864.00","10864.00","17932.00","10864.00","10864.00",".00"
"00000723706000000","2019","1","1","HOMESTEAD EXEMPTION","23388.00","23388.00","36694.00","23388.00","23388.00",".00"
"00000723715000000","2019","1","1","HOMESTEAD EXEMPTION","19643.00","19643.00","34821.00","19643.00","19643.00",".00"
"00000723721000000","2019","1","1","HOMESTEAD EXEMPTION","22573.00","22573.00","36286.00","22573.00","22573.00",".00"
"00000723724000000","2019","1","1","HOMESTEAD EXEMPTION","20318.00","20318.00","35159.00","20318.00","20318.00",".00"
"00000723727000000","2019","1","1","HOMESTEAD EXEMPTION","30725.00","30725.00","40362.00","30725.00","30725.00",".00"
"00000723730000000","2019","1","1","HOMESTEAD EXEMPTION","24848.00","24848.00","37424.00","24848.00","24848.00",".00"
"00000723733000000","2019","1","1","HOMESTEAD EXEMPTION","19205.00","19205.00","34602.00","19205.00","19205.00",".00"
"00000723736000000","2019","1","1","HOMESTEAD EXEMPTION","22473.00","22473.00","36236.00","22473.00","22473.00",".00"
"00000723742000000","2019","1","1","HOMESTEAD EXEMPTION","19914.00","19914.00","34957.00","19914.00","19914.00",".00"
"00000723745000000","2019","1","1","HOMESTEAD EXEMPTION","22983.00","22983.00","36491.00","22983.00","22983.00",".00"
"00000723748000000","2019","1","1","HOMESTEAD EXEMPTION","28299.00","28299.00","39149.00","28299.00","28299.00",".00"
"00000723751000000","2019","1","1","HOMESTEAD EXEMPTION","27287.00","27287.00","38643.00","27287.00","27287.00",".00"
"00000723754000000","2019","1","1","HOMESTEAD EXEMPTION","46768.00","46768.00","48384.00","46768.00","46768.00",".00"
"00000723757000000","2019","1","1","HOMESTEAD EXEMPTION","30071.00","30071.00","40035.00","30071.00","30071.00",".00"
"00000723766000000","2019","1","1","HOMESTEAD EXEMPTION","9829.00","9829.00","17414.00","9829.00","9829.00",".00"
"00000723769000000","2019","1","1","HOMESTEAD EXEMPTION","20807.00","20807.00","35403.00","20807.00","20807.00",".00"
"00000723778000000","2019","1","1","HOMESTEAD EXEMPTION","35842.00","35842.00","42921.00","35842.00","35842.00",".00"
"00000723781000000","2019","1","1","HOMESTEAD EXEMPTION","20810.00","20810.00","35405.00","20810.00","20810.00",".00"
"00000723787000000","2019","1","1","HOMESTEAD EXEMPTION","27211.00","27211.00","38605.00","27211.00","27211.00",".00"
"00000723790000000","2019","1","1","HOMESTEAD EXEMPTION","21153.00","21153.00","35576.00","21153.00","21153.00",".00"
"00000723793000000","2019","1","1","HOMESTEAD EXEMPTION","22666.00","22666.00","36333.00","22666.00","22666.00",".00"
"00000723805000000","2019","1","1","HOMESTEAD EXEMPTION","15334.00","15334.00","32667.00","15334.00","15334.00",".00"
"00000723808000000","2019","1","1","HOMESTEAD EXEMPTION","18514.00","18514.00","34257.00","18514.00","18514.00",".00"
"00000723811000000","2019","1","1","HOMESTEAD EXEMPTION","18590.00","18590.00","34294.00","18590.00","18590.00",".00"
"00000723817000000","2019","1","1","HOMESTEAD EXEMPTION","17528.00","17528.00","33764.00","17528.00","17528.00",".00"
"00000723820000000","2019","1","1","HOMESTEAD EXEMPTION","19844.00","19844.00","34922.00","19844.00","19844.00",".00"
"00000723832000000","2019","1","1","HOMESTEAD EXEMPTION","36538.00","36538.00","43269.00","36538.00","36538.00",".00"
"00000723838000000","2019","1","1","HOMESTEAD EXEMPTION","20672.00","20672.00","35336.00","20672.00","20672.00",".00"
