"ACCOUNT_NUM","APPRAISAL_YR","TOT_VAL","CITY_EFF_YR","CITY_EXP_YR","CITY_EXEMPTION_PCT","CITY_BASE_VAL","CITY_VAL_DIF","CITY_EXEMPTION_AMT","CNTY_EFF_YR","CNTY_EXP_YR","CNTY_EXEMPTION_PCT","CNTY_BASE_VAL","CNTY_VAL_DIF","CNTY_EXEMPTION_AMT","ISD_EFF_YR","ISD_EXP_YR","ISD_EXEMPTION_PCT","ISD_BASE_VAL","ISD_VAL_DIF","ISD_EXEMPTION_AMT","COLL_EFF_YR","COLL_EXP_YR","COLL_EXEMPTION_PCT","COLL_BASE_VAL","COLL_VAL_DIF","COLL_EXEMPTION_AMT","SPEC_EFF_YR","SPEC_EXP_YR","SPEC_EXEMPTION_PCT","SPEC_BASE_VAL","SPEC_VAL_DIF","SPEC_EXEMPTION_AMT"
"322595900K0010000","2019","629210.00","0","0",".0000",".00","629210.00",".00","0","0",".0000",".00","629210.00",".00","0","0",".0000",".00","629210.00",".00","0","0",".0000",".00","629210.00",".00","2019","2055",".9926",".00","629210.00","624554.00"
"322595900K0190000","2019","462730.00","0","0",".0000",".00","462730.00",".00","0","0",".0000",".00","462730.00",".00","0","0",".0000",".00","462730.00",".00","0","0",".0000",".00","462730.00",".00","2019","2055",".9880","5543.00","457187.00","451701.00"
"322595900L0110000","2019","574540.00","0","0",".0000",".00","574540.00",".00","0","0",".0000",".00","574540.00",".00","0","0",".0000",".00","574540.00",".00","0","0",".0000",".00","574540.00",".00","2019","2055",".9859",".00","574540.00","566439.00"
"322595900N0150000","2019","476100.00","0","0",".0000",".00","476100.00",".00","0","0",".0000",".00","476100.00",".00","0","0",".0000",".00","476100.00",".00","0","0",".0000",".00","476100.00",".00","2019","2055",".9843",".00","476100.00","468625.00"
"322595900N0220000","2019","432270.00","0","0",".0000",".00","432270.00",".00","0","0",".0000",".00","432270.00",".00","0","0",".0000",".00","432270.00",".00","0","0",".0000",".00","432270.00",".00","2019","2055",".9856",".00","432270.00","426045.00"
"322595900O0190000","2019","421800.00","0","0",".0000",".00","421800.00",".00","0","0",".0000",".00","421800.00",".00","0","0",".0000",".00","421800.00",".00","0","0",".0000",".00","421800.00",".00","2019","2055",".9882",".00","421800.00","416823.00"
"322595900P0210000","2019","455900.00","0","0",".0000",".00","455900.00",".00","0","0",".0000",".00","455900.00",".00","0","0",".0000",".00","455900.00",".00","0","0",".0000",".00","455900.00",".00","2019","2055",".9825",".00","455900.00","447922.00"
"322595900Q0080000","2019","393230.00","0","0",".0000",".00","393230.00",".00","0","0",".0000",".00","393230.00",".00","0","0",".0000",".00","393230.00",".00","0","0",".0000",".00","393230.00",".00","2019","2055",".9873",".00","393230.00","388236.00"
"322595900Q0170000","2019","341100.00","0","0",".0000",".00","341100.00",".00","0","0",".0000",".00","341100.00",".00","0","0",".0000",".00","341100.00",".00","0","0",".0000",".00","341100.00",".00","2019","2055",".9846",".00","341100.00","335847.00"
"322595900W0170000","2019","484940.00","0","0",".0000",".00","484940.00",".00","0","0",".0000",".00","484940.00",".00","0","0",".0000",".00","484940.00",".00","0","0",".0000",".00","484940.00",".00","2019","2055",".9891",".00","484940.00","479654.00"
"322777400A0020000","2019","1750000.00","0","0",".0000",".00","1750000.00",".00","0","0",".0000",".00","1750000.00",".00","0","0",".0000",".00","1750000.00",".00","0","0",".0000",".00","1750000.00",".00","2008","2055",".3224",".00","1750000.00","564200.00"
"322778300A0030000","2019","1372420.00","0","0",".0000",".00","1372420.00",".00","0","0",".0000",".00","1372420.00",".00","0","0",".0000",".00","1372420.00",".00","0","0",".0000",".00","1372420.00",".00","2019","2055",".3260",".00","1372420.00","447409.00"
"323335400A0130000","2019","90000.00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","2019","2050",".5193",".00","90000.00","46737.00"
"32415260000000552","2019","423880.00","0","0",".0000",".00","423880.00",".00","0","0",".0000",".00","423880.00",".00","0","0",".0000",".00","423880.00",".00","0","0",".0000",".00","423880.00",".00","2008","2055",".9720",".00","423880.00","412011.00"
"32415260000100202","2019","255030.00","0","0",".0000",".00","255030.00",".00","0","0",".0000",".00","255030.00",".00","0","0",".0000",".00","255030.00",".00","0","0",".0000",".00","255030.00",".00","2008","2055",".9691",".00","255030.00","247150.00"
"32415260000100203","2019","318380.00","0","0",".0000",".00","318380.00",".00","0","0",".0000",".00","318380.00",".00","0","0",".0000",".00","318380.00",".00","0","0",".0000",".00","318380.00",".00","2008","2055",".9703",".00","318380.00","308924.00"
"32415260000100208","2019","261970.00","0","0",".0000",".00","261970.00",".00","0","0",".0000",".00","261970.00",".00","0","0",".0000",".00","261970.00",".00","0","0",".0000",".00","261970.00",".00","2019","2055",".9703",".00","261970.00","254189.00"
"32415260000100209","2019","281350.00","0","0",".0000",".00","281350.00",".00","0","0",".0000",".00","281350.00",".00","0","0",".0000",".00","281350.00",".00","0","0",".0000",".00","281350.00",".00","2019","2055",".9691",".00","281350.00","272656.00"
"32415260000200202","2019","255030.00","0","0",".0000",".00","255030.00",".00","0","0",".0000",".00","255030.00",".00","0","0",".0000",".00","255030.00",".00","0","0",".0000",".00","255030.00",".00","2008","2055",".9691",".00","255030.00","247150.00"
"32415260000200208","2019","273490.00","0","0",".0000",".00","273490.00",".00","0","0",".0000",".00","273490.00",".00","0","0",".0000",".00","273490.00",".00","0","0",".0000",".00","273490.00",".00","2019","2055",".9716",".00","273490.00","265723.00"
"32415260000300410","2019","314630.00","0","0",".0000",".00","314630.00",".00","0","0",".0000",".00","314630.00",".00","0","0",".0000",".00","314630.00",".00","0","0",".0000",".00","314630.00",".00","2008","2055",".9691",".00","314630.00","304908.00"
"324412500A0200000","2019","505000.00","0","0",".0000",".00","505000.00",".00","0","0",".0000",".00","505000.00",".00","0","0",".0000",".00","505000.00",".00","0","0",".0000",".00","505000.00",".00","2019","2055",".8196",".00","505000.00","413898.00"
"324412500B0070000","2019","430460.00","0","0",".0000",".00","430460.00",".00","0","0",".0000",".00","430460.00",".00","0","0",".0000",".00","430460.00",".00","0","0",".0000",".00","430460.00",".00","2019","2055",".8314",".00","430460.00","357884.00"
"324412500B0250000","2019","454660.00","0","0",".0000",".00","454660.00",".00","0","0",".0000",".00","454660.00",".00","0","0",".0000",".00","454660.00",".00","0","0",".0000",".00","454660.00",".00","2019","2055",".8238",".00","454660.00","374549.00"
"324412500C0290000","2019","356460.00","0","0",".0000",".00","356460.00",".00","0","0",".0000",".00","356460.00",".00","0","0",".0000",".00","356460.00",".00","0","0",".0000",".00","356460.00",".00","2019","2055",".8525",".00","356460.00","303882.00"
"324412500D0110000","2019","462250.00","0","0",".0000",".00","462250.00",".00","0","0",".0000",".00","462250.00",".00","0","0",".0000",".00","462250.00",".00","0","0",".0000",".00","462250.00",".00","2019","2055",".8005",".00","462250.00","370031.00"
"324412500E0200000","2019","472000.00","0","0",".0000",".00","472000.00",".00","0","0",".0000",".00","472000.00",".00","0","0",".0000",".00","472000.00",".00","0","0",".0000",".00","472000.00",".00","2019","2055",".8000",".00","472000.00","377600.00"
"324412500G0070000","2019","509680.00","0","0",".0000",".00","509680.00",".00","0","0",".0000",".00","509680.00",".00","0","0",".0000",".00","509680.00",".00","0","0",".0000",".00","509680.00",".00","2019","2055",".8001",".00","509680.00","407795.00"
"324412500H0150000","2019","472020.00","0","0",".0000",".00","472020.00",".00","0","0",".0000",".00","472020.00",".00","0","0",".0000",".00","472020.00",".00","0","0",".0000",".00","472020.00",".00","2019","2055",".7988",".00","472020.00","377050.00"
"324412500I0290000","2019","550480.00","0","0",".0000",".00","550480.00",".00","0","0",".0000",".00","550480.00",".00","0","0",".0000",".00","550480.00",".00","0","0",".0000",".00","550480.00",".00","2019","2055",".8030",".00","550480.00","442035.00"
"324412500I0320000","2019","494000.00","0","0",".0000",".00","494000.00",".00","0","0",".0000",".00","494000.00",".00","0","0",".0000",".00","494000.00",".00","0","0",".0000",".00","494000.00",".00","2019","2055",".7909",".00","494000.00","390705.00"
"324412500I0350000","2019","589930.00","0","0",".0000",".00","589930.00",".00","0","0",".0000",".00","589930.00",".00","0","0",".0000",".00","589930.00",".00","0","0",".0000",".00","589930.00",".00","2019","2055",".8018",".00","589930.00","473006.00"
"324412500K0140000","2019","374290.00","0","0",".0000",".00","374290.00",".00","0","0",".0000",".00","374290.00",".00","0","0",".0000",".00","374290.00",".00","0","0",".0000",".00","374290.00",".00","2019","2055",".8170",".00","374290.00","305795.00"
"324412500K0150000","2019","476730.00","0","0",".0000",".00","476730.00",".00","0","0",".0000",".00","476730.00",".00","0","0",".0000",".00","476730.00",".00","0","0",".0000",".00","476730.00",".00","2019","2055",".8056",".00","476730.00","384054.00"
"324412500K0190000","2019","475000.00","0","0",".0000",".00","475000.00",".00","0","0",".0000",".00","475000.00",".00","0","0",".0000",".00","475000.00",".00","0","0",".0000",".00","475000.00",".00","2019","2055",".7893",".00","475000.00","374918.00"
"324412500L0090000","2019","512410.00","0","0",".0000",".00","512410.00",".00","0","0",".0000",".00","512410.00",".00","0","0",".0000",".00","512410.00",".00","0","0",".0000",".00","512410.00",".00","2019","2055",".7747",".00","512410.00","396964.00"
"324412500L0100000","2019","434690.00","0","0",".0000",".00","434690.00",".00","0","0",".0000",".00","434690.00",".00","0","0",".0000",".00","434690.00",".00","0","0",".0000",".00","434690.00",".00","2019","2055",".7382",".00","434690.00","320888.00"
"324412500L0220000","2019","374290.00","0","0",".0000",".00","374290.00",".00","0","0",".0000",".00","374290.00",".00","0","0",".0000",".00","374290.00",".00","0","0",".0000",".00","374290.00",".00","2019","2055",".8217",".00","374290.00","307554.00"
"324412500L0230000","2019","387420.00","0","0",".0000",".00","387420.00",".00","0","0",".0000",".00","387420.00",".00","0","0",".0000",".00","387420.00",".00","0","0",".0000",".00","387420.00",".00","2019","2055",".8219",".00","387420.00","318420.00"
"324412600L0360000","2019","432650.00","0","0",".0000",".00","432650.00",".00","0","0",".0000",".00","432650.00",".00","0","0",".0000",".00","432650.00",".00","0","0",".0000",".00","432650.00",".00","2019","2055",".7916",".00","432650.00","342486.00"
"324412600L0450000","2019","493260.00","0","0",".0000",".00","493260.00",".00","0","0",".0000",".00","493260.00",".00","0","0",".0000",".00","493260.00",".00","0","0",".0000",".00","493260.00",".00","2019","2055",".7558",".00","493260.00","372806.00"
"324412700L0590000","2019","470320.00","0","0",".0000",".00","470320.00",".00","0","0",".0000",".00","470320.00",".00","0","0",".0000",".00","470320.00",".00","0","0",".0000",".00","470320.00",".00","2019","2055",".8122",".00","470320.00","381994.00"
"324412700L0600000","2019","465000.00","0","0",".0000",".00","465000.00",".00","0","0",".0000",".00","465000.00",".00","0","0",".0000",".00","465000.00",".00","0","0",".0000",".00","465000.00",".00","2019","2055",".8015",".00","465000.00","372698.00"
"324412700L0730000","2019","445240.00","0","0",".0000",".00","445240.00",".00","0","0",".0000",".00","445240.00",".00","0","0",".0000",".00","445240.00",".00","0","0",".0000",".00","445240.00",".00","2019","2055",".8097",".00","445240.00","360511.00"
"324412700Q0040000","2019","501000.00","0","0",".0000",".00","501000.00",".00","0","0",".0000",".00","501000.00",".00","0","0",".0000",".00","501000.00",".00","0","0",".0000",".00","501000.00",".00","2019","2055",".8228",".00","501000.00","412223.00"
"325402100A0120000","2019","528790.00","0","0",".0000",".00","528790.00",".00","0","0",".0000",".00","528790.00",".00","0","0",".0000",".00","528790.00",".00","0","0",".0000",".00","528790.00",".00","2019","2050",".7758",".00","528790.00","410235.00"
"325402100B0010000","2019","571390.00","0","0",".0000",".00","571390.00",".00","0","0",".0000",".00","571390.00",".00","0","0",".0000",".00","571390.00",".00","0","0",".0000",".00","571390.00",".00","2019","2050",".7799",".00","571390.00","445627.00"
"325402100B0080000","2019","494610.00","0","0",".0000",".00","494610.00",".00","0","0",".0000",".00","494610.00",".00","0","0",".0000",".00","494610.00",".00","0","0",".0000",".00","494610.00",".00","2019","2050",".7804",".00","494610.00","385994.00"
"325402100C0130000","2019","510550.00","0","0",".0000",".00","510550.00",".00","0","0",".0000",".00","510550.00",".00","0","0",".0000",".00","510550.00",".00","0","0",".0000",".00","510550.00",".00","2019","2050",".7783",".00","510550.00","397361.00"
"325482700A0050000","2019","11970000.00","0","0",".0000",".00","11970000.00",".00","0","0",".0000",".00","11970000.00",".00","0","0",".0000",".00","11970000.00",".00","0","0",".0000",".00","11970000.00",".00","2019","2055",".3897",".00","11970000.00","4664709.00"
"325626500A0010000","2019","4499880.00","0","0",".0000",".00","4499880.00",".00","0","0",".0000",".00","4499880.00",".00","0","0",".0000",".00","4499880.00",".00","0","0",".0000",".00","4499880.00",".00","2019","2055",".2271",".00","4499880.00","1021923.00"
"325642700A0130000","2019","442700.00","0","0",".0000",".00","442700.00",".00","0","0",".0000",".00","442700.00",".00","0","0",".0000",".00","442700.00",".00","0","0",".0000",".00","442700.00",".00","2019","2050",".7656",".00","442700.00","338931.00"
"325642700A0220000","2019","424040.00","0","0",".0000",".00","424040.00",".00","0","0",".0000",".00","424040.00",".00","0","0",".0000",".00","424040.00",".00","0","0",".0000",".00","424040.00",".00","2019","2050",".7728",".00","424040.00","327698.00"
"325642700A0230000","2019","445840.00","0","0",".0000",".00","445840.00",".00","0","0",".0000",".00","445840.00",".00","0","0",".0000",".00","445840.00",".00","0","0",".0000",".00","445840.00",".00","2019","2050",".7689",".00","445840.00","342806.00"
"325642700A0240000","2019","407790.00","0","0",".0000",".00","407790.00",".00","0","0",".0000",".00","407790.00",".00","0","0",".0000",".00","407790.00",".00","0","0",".0000",".00","407790.00",".00","2019","2050",".7672",".00","407790.00","312856.00"
"325642800B0220000","2019","402380.00","0","0",".0000",".00","402380.00",".00","0","0",".0000",".00","402380.00",".00","0","0",".0000",".00","402380.00",".00","0","0",".0000",".00","402380.00",".00","2019","2050",".7703",".00","402380.00","309953.00"
"325642800B0300000","2019","395000.00","0","0",".0000",".00","395000.00",".00","0","0",".0000",".00","395000.00",".00","0","0",".0000",".00","395000.00",".00","0","0",".0000",".00","395000.00",".00","2019","2050",".7741",".00","395000.00","305770.00"
"325642800B0370000","2019","406900.00","0","0",".0000",".00","406900.00",".00","0","0",".0000",".00","406900.00",".00","0","0",".0000",".00","406900.00",".00","0","0",".0000",".00","406900.00",".00","2019","2050",".7750",".00","406900.00","315348.00"
"325642800D0100000","2019","415760.00","0","0",".0000",".00","415760.00",".00","0","0",".0000",".00","415760.00",".00","0","0",".0000",".00","415760.00",".00","0","0",".0000",".00","415760.00",".00","2019","2050",".7752",".00","415760.00","322297.00"
"325642900F0050000","2019","407240.00","0","0",".0000",".00","407240.00",".00","0","0",".0000",".00","407240.00",".00","0","0",".0000",".00","407240.00",".00","0","0",".0000",".00","407240.00",".00","2019","2050",".7688",".00","407240.00","313086.00"
"325642900G0040000","2019","399780.00","0","0",".0000",".00","399780.00",".00","0","0",".0000",".00","399780.00",".00","0","0",".0000",".00","399780.00",".00","0","0",".0000",".00","399780.00",".00","2019","2050",".7741",".00","399780.00","309470.00"
"325642900G0060000","2019","395880.00","0","0",".0000",".00","395880.00",".00","0","0",".0000",".00","395880.00",".00","0","0",".0000",".00","395880.00",".00","0","0",".0000",".00","395880.00",".00","2019","2050",".7739",".00","395880.00","306372.00"
"328071600A0050000","2019","510450.00","0","0",".0000",".00","510450.00",".00","0","0",".0000",".00","510450.00",".00","0","0",".0000",".00","510450.00",".00","0","0",".0000",".00","510450.00",".00","2019","2050",".6928",".00","510450.00","353640.00"
"329553700K0010000","2019","797900.00","0","0",".0000",".00","797900.00",".00","0","0",".0000",".00","797900.00",".00","0","0",".0000",".00","797900.00",".00","0","0",".0000",".00","797900.00",".00","2019","2055",".8497",".00","797900.00","677976.00"
"329553700O0160000","2019","711440.00","0","0",".0000",".00","711440.00",".00","0","0",".0000",".00","711440.00",".00","0","0",".0000",".00","711440.00",".00","0","0",".0000",".00","711440.00",".00","2019","2055",".8494",".00","711440.00","604297.00"
"329553700O0170000","2019","661390.00","0","0",".0000",".00","661390.00",".00","0","0",".0000",".00","661390.00",".00","0","0",".0000",".00","661390.00",".00","0","0",".0000",".00","661390.00",".00","2019","2055",".8413",".00","661390.00","556427.00"
"329596100A0010000","2019","275030.00","0","0",".0000",".00","275030.00",".00","0","0",".0000",".00","275030.00",".00","0","0",".0000",".00","275030.00",".00","0","0",".0000",".00","275030.00",".00","2019","2055",".9891",".00","275030.00","272032.00"
"329596100A0160000","2019","330880.00","0","0",".0000",".00","330880.00",".00","0","0",".0000",".00","330880.00",".00","0","0",".0000",".00","330880.00",".00","0","0",".0000",".00","330880.00",".00","2019","2055",".9910",".00","330880.00","327902.00"
"329596100A0180000","2019","287820.00","0","0",".0000",".00","287820.00",".00","0","0",".0000",".00","287820.00",".00","0","0",".0000",".00","287820.00",".00","0","0",".0000",".00","287820.00",".00","2019","2055",".9896",".00","287820.00","284827.00"
"329596100B0200000","2019","275030.00","0","0",".0000",".00","275030.00",".00","0","0",".0000",".00","275030.00",".00","0","0",".0000",".00","275030.00",".00","0","0",".0000",".00","275030.00",".00","2019","2055",".9887",".00","275030.00","271922.00"
"329596100B0220000","2019","275030.00","0","0",".0000",".00","275030.00",".00","0","0",".0000",".00","275030.00",".00","0","0",".0000",".00","275030.00",".00","0","0",".0000",".00","275030.00",".00","2019","2055",".9891",".00","275030.00","272032.00"
"329596200B0020000","2019","310400.00","0","0",".0000",".00","310400.00",".00","0","0",".0000",".00","310400.00",".00","0","0",".0000",".00","310400.00",".00","0","0",".0000",".00","310400.00",".00","2019","2055",".9920",".00","310400.00","307917.00"
"329596200B0040000","2019","283520.00","0","0",".0000",".00","283520.00",".00","0","0",".0000",".00","283520.00",".00","0","0",".0000",".00","283520.00",".00","0","0",".0000",".00","283520.00",".00","2019","2055",".9912",".00","283520.00","281025.00"
"329596200B0070000","2019","303000.00","0","0",".0000",".00","303000.00",".00","0","0",".0000",".00","303000.00",".00","0","0",".0000",".00","303000.00",".00","0","0",".0000",".00","303000.00",".00","2019","2055",".9918",".00","303000.00","300515.00"
"329596200B0090000","2019","310400.00","0","0",".0000",".00","310400.00",".00","0","0",".0000",".00","310400.00",".00","0","0",".0000",".00","310400.00",".00","0","0",".0000",".00","310400.00",".00","2019","2055",".9920",".00","310400.00","307917.00"
"329596200B0200000","2019","283520.00","0","0",".0000",".00","283520.00",".00","0","0",".0000",".00","283520.00",".00","0","0",".0000",".00","283520.00",".00","0","0",".0000",".00","283520.00",".00","2019","2055",".9912",".00","283520.00","281025.00"
"329596200C0070000","2019","361440.00","0","0",".0000",".00","361440.00",".00","0","0",".0000",".00","361440.00",".00","0","0",".0000",".00","361440.00",".00","0","0",".0000",".00","361440.00",".00","2019","2055",".9931",".00","361440.00","358946.00"
"32C06560000400403","2019","444850.00","0","0",".0000",".00","444850.00",".00","0","0",".0000",".00","444850.00",".00","0","0",".0000",".00","444850.00",".00","0","0",".0000",".00","444850.00",".00","2019","2050",".7247",".00","444850.00","322383.00"
"32C06560000400405","2019","575790.00","0","0",".0000",".00","575790.00",".00","0","0",".0000",".00","575790.00",".00","0","0",".0000",".00","575790.00",".00","0","0",".0000",".00","575790.00",".00","2019","2050",".7411",".00","575790.00","426718.00"
"32C06560000500503","2019","400910.00","0","0",".0000",".00","400910.00",".00","0","0",".0000",".00","400910.00",".00","0","0",".0000",".00","400910.00",".00","0","0",".0000",".00","400910.00",".00","2019","2055",".7167",".00","400910.00","287332.00"
"32C06560000500506","2019","458880.00","0","0",".0000",".00","458880.00",".00","0","0",".0000",".00","458880.00",".00","0","0",".0000",".00","458880.00",".00","0","0",".0000",".00","458880.00",".00","2019","2055",".7269",".00","458880.00","333560.00"
"32C25900000M00006","2019","332400.00","0","0",".0000",".00","332400.00",".00","0","0",".0000",".00","332400.00",".00","0","0",".0000",".00","332400.00",".00","0","0",".0000",".00","332400.00",".00","2019","2055",".9454",".00","332400.00","314251.00"
"18001220011R39900","2019","11217310.00","2016","2020",".7500","4427220.00","6790090.00","5092568.00","0","0",".0000",".00","11217310.00",".00","0","0",".0000",".00","11217310.00",".00","0","0",".0000",".00","11217310.00",".00","0","0",".0000",".00","11217310.00",".00"
"180056500E1R20000","2019","1165420.00","2017","2021",".7500","75360.00","1090060.00","727110.00","0","0",".0000",".00","1165420.00",".00","0","0",".0000",".00","1165420.00",".00","0","0",".0000",".00","1165420.00",".00","0","0",".0000",".00","1165420.00",".00"
"189060800A0020000","2019","4547740.00","2019","2023",".7500","695000.00","3852740.00","2159805.00","0","0",".0000",".00","4547740.00",".00","0","0",".0000",".00","4547740.00",".00","0","0",".0000",".00","4547740.00",".00","0","0",".0000",".00","4547740.00",".00"
"189060800A0030000","2019","5300590.00","2019","2023",".7500","760450.00","4540140.00","2606632.00","0","0",".0000",".00","5300590.00",".00","0","0",".0000",".00","5300590.00",".00","0","0",".0000",".00","5300590.00",".00","0","0",".0000",".00","5300590.00",".00"
"540151500E0010000","2019","36169380.00","2017","2026",".8500","1835320.00","34334060.00","29183951.00","0","0",".0000",".00","36169380.00",".00","0","0",".0000",".00","36169380.00",".00","0","0",".0000",".00","36169380.00",".00","0","0",".0000",".00","36169380.00",".00"
"540163700A0010000","2019","45441000.00","2012","2021",".8500",".00","45441000.00","34455872.00","2012","2021",".8500","1425000.00","44016000.00","37413600.00","0","0",".0000",".00","45441000.00",".00","0","0",".0000",".00","45441000.00",".00","0","0",".0000",".00","45441000.00",".00"
"32C25900000M00009","2019","315450.00","0","0",".0000",".00","315450.00",".00","0","0",".0000",".00","315450.00",".00","0","0",".0000",".00","315450.00",".00","0","0",".0000",".00","315450.00",".00","2019","2055",".9425",".00","315450.00","297312.00"
"32C25900000N00015","2019","257960.00","0","0",".0000",".00","257960.00",".00","0","0",".0000",".00","257960.00",".00","0","0",".0000",".00","257960.00",".00","0","0",".0000",".00","257960.00",".00","2019","2055",".9913",".00","257960.00","255716.00"
"32C25900000Q00023","2019","320060.00","0","0",".0000",".00","320060.00",".00","0","0",".0000",".00","320060.00",".00","0","0",".0000",".00","320060.00",".00","0","0",".0000",".00","320060.00",".00","2019","2055",".9911",".00","320060.00","317211.00"
"32C25900000Q00024","2019","336900.00","0","0",".0000",".00","336900.00",".00","0","0",".0000",".00","336900.00",".00","0","0",".0000",".00","336900.00",".00","0","0",".0000",".00","336900.00",".00","2019","2055",".9915",".00","336900.00","334036.00"
"006213000P0010100","2019","16759550.00","2015","2024",".7500","1488880.00","15270670.00","11453002.00","0","0",".0000",".00","16759550.00",".00","0","0",".0000",".00","16759550.00",".00","0","0",".0000",".00","16759550.00",".00","0","0",".0000",".00","16759550.00",".00"
"00C1271000PS00004","2019","21940.00","0","0",".0000",".00","21940.00",".00","2012","2021",".7000",".00","21940.00","15358.00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00"
"00C1271000PS00023","2019","21940.00","0","0",".0000",".00","21940.00",".00","2012","2021",".7000",".00","21940.00","15358.00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00"
"00C1271000PS00026","2019","21940.00","0","0",".0000",".00","21940.00",".00","2012","2021",".7000",".00","21940.00","15358.00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00"
"00C1271000PS00029","2019","21940.00","0","0",".0000",".00","21940.00",".00","2012","2021",".7000",".00","21940.00","15358.00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00"
"00C1271000PS00039","2019","21940.00","0","0",".0000",".00","21940.00",".00","2012","2021",".7000",".00","21940.00","15358.00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00","0","0",".0000",".00","21940.00",".00"
"121544100A0020000","2019","22291930.00","2016","2025",".9000",".00","22291930.00","16871823.00","0","0",".0000",".00","22291930.00",".00","0","0",".0000",".00","22291930.00",".00","0","0",".0000",".00","22291930.00",".00","0","0",".0000",".00","22291930.00",".00"
"99171207170000000","2019","324130.00","0","0",".0000",".00","324130.00",".00","0","0",".0000",".00","324130.00",".00","0","0",".0000",".00","324130.00",".00","0","0",".0000",".00","324130.00",".00","2019","2055",".1795",".00","324130.00","58181.00"
"99200001000152700","2019","337120.00","0","0",".0000",".00","337120.00",".00","0","0",".0000",".00","337120.00",".00","0","0",".0000",".00","337120.00",".00","0","0",".0000",".00","337120.00",".00","2019","2055","1.0000",".00","337120.00","337120.00"
"99200121400074750","2019","5810.00","0","0",".0000",".00","5810.00",".00","0","0",".0000",".00","5810.00",".00","0","0",".0000",".00","5810.00",".00","0","0",".0000",".00","5810.00",".00","2019","2055","1.0000",".00","5810.00","5810.00"
"99200334600049450","2019","17460.00","0","0",".0000",".00","17460.00",".00","0","0",".0000",".00","17460.00",".00","0","0",".0000",".00","17460.00",".00","0","0",".0000",".00","17460.00",".00","2019","2055","1.0000",".00","17460.00","17460.00"
"99200334600144150","2019","56020.00","0","0",".0000",".00","56020.00",".00","0","0",".0000",".00","56020.00",".00","0","0",".0000",".00","56020.00",".00","0","0",".0000",".00","56020.00",".00","2008","2055","1.0000",".00","56020.00","56020.00"
"99910070000073650","2019","6650.00","0","0",".0000",".00","6650.00",".00","0","0",".0000",".00","6650.00",".00","0","0",".0000",".00","6650.00",".00","0","0",".0000",".00","6650.00",".00","2019","2055","1.0000",".00","6650.00","6650.00"
"99952140000241350","2019","15350.00","0","0",".0000",".00","15350.00",".00","0","0",".0000",".00","15350.00",".00","0","0",".0000",".00","15350.00",".00","0","0",".0000",".00","15350.00",".00","2019","2055",".3897",".00","15350.00","5982.00"
"99972050000100200","2019","11031830.00","0","0",".0000",".00","11031830.00",".00","0","0",".0000",".00","11031830.00",".00","0","0",".0000",".00","11031830.00",".00","0","0",".0000",".00","11031830.00",".00","2019","2055",".5775",".00","11031830.00","6370882.00"
"99992310000022750","2019","133970.00","0","0",".0000",".00","133970.00",".00","0","0",".0000",".00","133970.00",".00","0","0",".0000",".00","133970.00",".00","0","0",".0000",".00","133970.00",".00","2019","2055","1.0000",".00","133970.00","133970.00"
"99030508085104388","2019","449310.00","0","0",".0000",".00","449310.00",".00","0","0",".0000",".00","449310.00",".00","0","0",".0000",".00","449310.00",".00","0","0",".0000",".00","449310.00",".00","2019","2055","1.0000",".00","449310.00","449310.00"
"99070516280000000","2019","7233240.00","0","0",".0000",".00","7233240.00",".00","0","0",".0000",".00","7233240.00",".00","0","0",".0000",".00","7233240.00",".00","0","0",".0000",".00","7233240.00",".00","2019","2055",".4809",".00","7233240.00","3478465.00"
"99080929410000000","2019","15860.00","0","0",".0000",".00","15860.00",".00","0","0",".0000",".00","15860.00",".00","0","0",".0000",".00","15860.00",".00","0","0",".0000",".00","15860.00",".00","2019","2055","1.0000",".00","15860.00","15860.00"
"99081112700000000","2019","74330.00","0","0",".0000",".00","74330.00",".00","0","0",".0000",".00","74330.00",".00","0","0",".0000",".00","74330.00",".00","0","0",".0000",".00","74330.00",".00","2019","2055",".2137",".00","74330.00","15884.00"
"99101129490000000","2019","129740.00","0","0",".0000",".00","129740.00",".00","0","0",".0000",".00","129740.00",".00","0","0",".0000",".00","129740.00",".00","0","0",".0000",".00","129740.00",".00","2019","2055",".1918",".00","129740.00","24884.00"
"99111101100000000","2019","72390.00","0","0",".0000",".00","72390.00",".00","0","0",".0000",".00","72390.00",".00","0","0",".0000",".00","72390.00",".00","0","0",".0000",".00","72390.00",".00","2019","2055","1.0000",".00","72390.00","72390.00"
