"TAX_OBJ_ID","ACCOUNT_NUM","APPRAISAL_YR","BLDG_CLASS_DESC","YEAR_BUILT","REMODEL_YR","GROSS_BLDG_AREA","FOUNDATION_TYP_DESC","FOUNDATION_AREA","BASEMENT_DESC","BASEMENT_AREA","NUM_STORIES","CONSTR_TYP_DESC","HEATING_TYP_DESC","AC_TYP_DESC","NUM_UNITS","NET_LEASE_AREA","PROPERTY_NAME","PROPERTY_QUAL_DESC","PROPERTY_COND_DESC","PHYS_DEPR_PCT","FUNCT_DEPR_PCT","EXTRNL_DEPR_PCT","TOT_DEPR_PCT","IMP_VAL","LAND_VAL","MKT_VAL","APPR_METHOD_DESC","COMPARABILITY_CD","PCT_COMPLETE"
"32086250000000001","32086250000000000","2019","OFFICE BUILDING","2002","2002","6000","CONCRETE SLAB","6000","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","0","HOMEX WHOLESALE","EXCELLENT","GOOD","15.00",".00",".00","15.00","","","","INCOME","B CLASS","100.00"
"32035500000090000","32035500000090000","2019","RETAIL STRIP","1969","2005","4000","CONCRETE BEAM","4000","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","4000","750 E 2ND ST","EXCELLENT","GOOD","15.00",".00",".00","15.00","","","","INCOME","B CLASS","100.00"
"000963000001A0000","000963000001A0000","2019","APARTMENT (BRICK EXTERIOR)","1993","1993","73117","CONCRETE SLAB","36560","NONE","0","3","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","81","60647","THE VINTAGE OF UPTOWN","EXCELLENT","GOOD","35.00",".00",".00","35.00","","","","INCOME","B CLASS","100.00"
"000964001811A0000","000964001811A0000","2019","APARTMENT (BRICK EXTERIOR)","1993","1993","73042","CONCRETE SLAB","36521","NONE","0","3","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","80","59425","POST VINTAGE APTS","EXCELLENT","GOOD","35.00",".00",".00","35.00","","","","INCOME","B CLASS","100.00"
"00000498862000012","00000498862000000","2019","FAST FOOD RESTAURANT","1989","1989","378","CONCRETE SLAB","378","NONE","0","1","D-WOOD FRAME","UNASSIGNED","UNASSIGNED","0","0","GOLF CLUB OF DALLAS","LOW COST","GOOD","70.00",".00",".00","70.00","","","","COST","B CLASS","100.00"
"008445000004B0002","008445000004B0000","2019","LIGHT INDUSTRIAL","1988","1988","441","CONCRETE SLAB","441","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","UNASSIGNED","UNASSIGNED","0","0","KOREA MART","LOW COST","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"000638000101C0001","000638000101C0000","2019","PARKING GARAGE","1985","1985","269951","CONCRETE SLAB","53990","UNASSIGNED","0","5","B-REINFORCED CONCRETE FRAME","NONE","NONE","0","0","ONE MCKINNEY PLAZA PRESIDENTS","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"00082700010019901","00082700010019900","2019","PARKING GARAGE","1987","1987","24797","CONCRETE SLAB","24797","UNASSIGNED","0","1","B-REINFORCED CONCRETE FRAME","NONE","NONE","0","0","A M LABORATORIES/ BAYLOR GERIATRICS CENTER","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"008411000005A0001","008411000005A0000","2019","PARKING GARAGE","1984","1984","136350","CONCRETE SLAB","45450","UNASSIGNED","0","3","B-REINFORCED CONCRETE FRAME","NONE","NONE","0","0","FOREST GREEN BUSINESS PARK","AVERAGE","GOOD","61.00",".00",".00","61.00","","","","INCOME","B CLASS","100.00"
"320702300A0010001","320702300A0010000","2019","STORAGE WAREHOUSE","1984","1984","1500","CONCRETE SLAB","1500","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","NONE","NONE","0","0","KELLEY GLASS MIRROR","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"000827001103E9902","000827001103E9900","2019","PARKING GARAGE","1989","1989","91864","PIERS","43349","UNASSIGNED","0","2","B-REINFORCED CONCRETE FRAME","NONE","NONE","0","0","TOM LANDRY SPORTS MEDICINE","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"000827001103E9905","000827001103E9900","2019","PARKING GARAGE","1989","1989","14770","PIERS","10168","UNASSIGNED","0","2","B-REINFORCED CONCRETE FRAME","NONE","NONE","0","0","TOM LANDRY SPORTS MEDICINE A","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"00841300000010001","00841300000010000","2019","PARKING GARAGE","1982","1982","206816","PIERS","51704","UNASSIGNED","0","4","B-REINFORCED CONCRETE FRAME","NONE","NONE","0","0","ABRAMS CENTRE/LAKE HIGHLAND TOWER","AVERAGE","GOOD","60.00",".00",".00","60.00","","","","INCOME","B CLASS","100.00"
"00847300AA29D0000","00847300AA29D0000","2019","OFFICE BUILDING","1985","1985","6970","CONCRETE SLAB","6970","NONE","0","2","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","6970","3465  HIGHLAND DR","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"320863000A0010000","320863000A0010000","2019","FAST FOOD RESTAURANT","1983","1995","3528","CONCRETE SLAB","3528","NONE","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","3528","TACO BUENO","AVERAGE","GOOD","58.00",".00",".00","58.00","","","","COST","B CLASS","100.00"
"320784900A2RC0000","320784900A2RC0000","2019","RESTAURANT","1987","1987","4008","CONCRETE SLAB","4008","UNASSIGNED","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","4008","BRAUMS","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","COST","B CLASS","100.00"
"44016510000030000","44016510000030000","2019","STORAGE WAREHOUSE","1980","1980","5040","CONCRETE SLAB","5040","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","5040","KNEGGS ELEC  CO/FARMERS INSURANCE","AVERAGE","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"44016510000040000","44016510000040000","2019","STORAGE WAREHOUSE","1984","1984","5105","CONCRETE SLAB","5105","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","5105","DEL MAR ENERGY INC/UNOCCUPIED","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"32087250000010001","32087250000010000","2019","STORAGE WAREHOUSE","1985","1985","8100","CONCRETE SLAB","8100","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","0","DALLAS COWBOYS FOOTBALL","AVERAGE","GOOD","","10.00",".00","","","","","COST","B CLASS","100.00"
"320935300A0010000","320935300A0010000","2019","STORAGE WAREHOUSE","1986","1986","6600","CONCRETE SLAB","6600","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","6675","IMPORT AUTO WHOLESALE","AVERAGE","GOOD","40.00",".00",".00","40.00","","","","INCOME","B CLASS","100.00"
"320957100L01R0000","320957100L01R0000","2019","STORAGE WAREHOUSE","1984","1984","91440","CONCRETE SLAB","91440","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","91364","5101 STATESMAN","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"320985500A0010000","320985500A0010000","2019","MINI-MART/GAS SERVICE STATION","1985","1985","1960","CONCRETE SLAB","1960","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","1960","RACEWAY","AVERAGE","GOOD","68.00",".00",".00","68.00","","","","COST","B CLASS","100.00"
"320935300A0020000","320935300A0020000","2019","STORAGE WAREHOUSE","1986","1986","13600","CONCRETE SLAB","13600","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","13600","920 BLUEBONNET DR.","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"00000498841300001","00000498841300000","2019","AUTOMOTIVE SERVICE","1982","1982","2072","CONCRETE SLAB","2072","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","0","MOTION LUBE CENTER","AVERAGE","GOOD","80.00",".00",".00","80.00","","","","COST","B CLASS","100.00"
"320956700O0R10000","320956700O0R10000","2019","OFFICE BUILDING","1990","1990","281932","CONCRETE BEAM","93977","PARTIAL","0","3","B-REINFORCED CONCRETE FRAME","CENTRAL HEAT","CENTRAL A/C","0","458338","ALLSTATE INSURANCE","AVERAGE","GOOD","20.00",".00",".00","20.00","","","","INCOME","B CLASS","100.00"
"44016550040040000","44016550040040000","2019","OFFICE/SHOWROOM","1982","1982","6022","CONCRETE SLAB","6022","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","6000","3910 INDUSTRIAL ST","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"320874900A0010600","320874900A0010600","2019","OFFICE/SHOWROOM","1988","1988","68756","CONCRETE SLAB","62616","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","68756","XOCHITL INC","AVERAGE","GOOD","35.00",".00",".00","35.00","","","","INCOME","B CLASS","100.00"
"320957100L02R0000","320957100L02R0000","2019","OFFICE/SHOWROOM","1987","1987","36270","CONCRETE SLAB","23310","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","41927","UNOCCUPIED","AVERAGE","GOOD","40.00",".00",".00","40.00","","","","INCOME","B CLASS","100.00"
"32096030000050000","32096030000050000","2019","OFFICE/SHOWROOM","1983","1983","56630","CONCRETE SLAB","56630","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","56389","FREEPORT III 20% VACANT","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","INCOME","B CLASS","100.00"
"00000498841300000","00000498841300000","2019","AUTOMOTIVE SERVICE","1982","2000","384","CONCRETE SLAB","776","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","5537","MOTION LUBE CENTER/STATE INSPECTION","AVERAGE","GOOD","30.00",".00",".00","30.00","","","","COST","B CLASS","100.00"
"000864000604A0001","000864000604A0000","2019","STORAGE WAREHOUSE","1988","1988","7425","CONCRETE SLAB","7425","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","0","C AND A AUTOMOTIVE","AVERAGE","GOOD","35.00",".00",".00","35.00","","","","INCOME","B CLASS","100.00"
"320960400N1R10000","320960400N1R10000","2019","STORAGE WAREHOUSE","1985","1985","132328","CONCRETE SLAB","132328","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","132328","MORI SEIKI COMPANY","GOOD","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"0083950B000040000","0083950B000040000","2019","MINI-MART/GAS SERVICE STATION","1987","1987","800","CONCRETE SLAB","800","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","1376","CHEVRON","GOOD","GOOD","80.00",".00",".00","80.00","","","","COST","B CLASS","100.00"
"320554100A02R0000","320554100A02R0000","2019","AUTOMOTIVE DISPLAY","1997","1997","33000","CONCRETE SLAB","33000","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","76978","CLAY COOLEY CHEVROLET","GOOD","GOOD","31.00",".00",".00","31.00","","","","COST","B CLASS","100.00"
"000604000904A0000","000604000904A0000","2019","APARTMENT (BRICK EXTERIOR)","2012","2012","23268","CONCRETE SLAB","5817","NONE","0","4","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","84","23268","ROSELAND HOMES (RETIREMENT COMMUNITY)","EXCELLENT","EXCELLENT","5.00",".00",".00","5.00","","","","INCOME","TAX CREDIT APT","100.00"
"00000491281000000","00000491281000000","2019","RETAIL STRIP","2007","2007","5950","CONCRETE SLAB","5950","NONE","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","5950","KIEST POLK SC","GOOD","EXCELLENT","15.00",".00",".00","15.00","","","","INCOME","B CLASS","100.00"
"000612000201A0000","000612000201A0000","2019","APARTMENT (BRICK EXTERIOR)","1996","1996","173000","CONCRETE SLAB","86500","NONE","0","2","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","180","157368","TREYMORE AT CITYPLACE-TXA1997210","GOOD","EXCELLENT","30.00",".00",".00","30.00","","","","INCOME","TAX CREDIT APT","100.00"
"000629000A0010000","000629000A0010000","2019","APARTMENT (BRICK EXTERIOR)","2002","2002","166001","CONCRETE SLAB","166001","NONE","0","2","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","138","167209","ROSELAND ESTATES-TXA2003285","GOOD","EXCELLENT","20.00",".00",".00","20.00","","","","INCOME","TAX CREDIT APT","100.00"
"000661000001A0000","000661000001A0000","2019","APARTMENT (BRICK EXTERIOR)","1997","1997","71285","CONCRETE SLAB","23761","UNASSIGNED","0","3","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","70","58862","TREYMORE NORTH APTS-TXA1998250","GOOD","EXCELLENT","30.00",".00",".00","30.00","","","","INCOME","TAX CREDIT APT","100.00"
"320375400A01R0004","320375400A01R0000","2019","CHURCH BUILDING","2010","2010","12648","CONCRETE SLAB","6324","NONE","0","2","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","0","DFW HINDU TEMPLE","GOOD","EXCELLENT",".00",".00",".00",".00","","","","COST","B CLASS","100.00"
"320376000A0020000","320376000A0020000","2019","APARTMENT (BRICK EXTERIOR)","1963","2012","101923","CONCRETE SLAB","50960","NONE","0","2","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","112","89490","BRITAIN WAY APTS-TXA2011822","GOOD","EXCELLENT","5.00",".00",".00","5.00","","","","INCOME","TAX CREDIT APT","100.00"
"00000492277000100","00000492277000100","2019","OFFICE BUILDING","2005","0","6265","CONCRETE SLAB","6265","NONE","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","6265","OFFICE BLDGS","GOOD","EXCELLENT","10.00",".00",".00","10.00","","","","INCOME","B CLASS","100.00"
"00093100010020000","00093100010020000","2019","OFFICE BUILDING","2002","2002","10701","CONCRETE SLAB","10701","UNASSIGNED","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","10701","BENCHMARK TITLE","EXCELLENT","EXCELLENT","15.00",".00",".00","15.00","","","","INCOME","B CLASS","100.00"
"320857900A0020000","320857900A0020000","2019","FAST FOOD RESTAURANT","1989","1989","2264","CONCRETE SLAB","2264","NONE","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","2205","JIMBOY S TACOS","GOOD","EXCELLENT","70.00",".00",".00","70.00","","","","COST","B CLASS","100.00"
"320376000A0010000","320376000A0010000","2019","APARTMENT (BRICK EXTERIOR)","1963","2012","49658","CONCRETE BEAM","24829","NONE","0","2","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","56","47058","BRITAIN WAY APTS-TXA2011822","GOOD","EXCELLENT","5.00",".00",".00","5.00","","","","INCOME","TAX CREDIT APT","100.00"
"320508000A01R0000","320508000A01R0000","2019","CHURCH BUILDING","1984","1984","30000","PIERS","15000","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","30000","TRINITY CHRISTIAN CHURCH/NEW BEGINNINGS CHURCH","GOOD","EXCELLENT","20.00",".00",".00","20.00","","","","COST","B CLASS","100.00"
"320956800S0020001","320956800S0020000","2019","OFFICE BUILDING","2008","2008","56270","CONCRETE SLAB","28413","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","0","DEVRY/KELLER GRAD SCHOOL","GOOD","EXCELLENT","5.00",".00",".00","5.00","","","","INCOME","B CLASS","100.00"
"320965500A4R20000","320965500A4R20000","2019","OFFICE BUILDING","2006","2006","51061","CONCRETE SLAB","25100","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","50200","FREEPORT STERLING OFFC CENTER","GOOD","EXCELLENT","5.00",".00",".00","5.00","","","","INCOME","B CLASS","100.00"
"000948000201A0002","000948000201A0000","2019","HOTEL","1983","1995","248684","PIERS","31090","UNASSIGNED","0","8","A-STRUCTURAL STEEL FRAME","CENTRAL HEAT","CENTRAL A/C","218","0","THE CRESCENT","EXCELLENT","EXCELLENT","15.00",".00",".00","15.00","","","","INCOME","B CLASS","100.00"
"000979000A01A0000","000979000A01A0000","2019","APARTMENT (BRICK EXTERIOR)","1994","1994","148420","CONCRETE SLAB","37105","UNASSIGNED","0","4","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","150","150802","RIVIERA AT WEST VILLAGE","EXCELLENT","EXCELLENT","30.00",".00",".00","30.00","","","","INCOME","B CLASS","100.00"
"00098100010010000","00098100010010000","2019","APARTMENT (BRICK EXTERIOR)","1994","1994","352272","CONCRETE SLAB","99268","NONE","0","4","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","232","244300","GABLES TURTLE CREEK CITY PLACE","EXCELLENT","EXCELLENT","30.00",".00",".00","30.00","","","","INCOME","B CLASS","100.00"
"00000498067000100","00000498067000100","2019","SELF SERVE CAR WASHES","1981","1981","2200","CONCRETE SLAB","2200","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","UNASSIGNED","UNASSIGNED","6","2200","TRAX V CAR WASH","EXCELLENT","EXCELLENT","",".00",".00","","","","","COST","B CLASS","100.00"
"0083820B0003A0000","0083820B0003A0000","2019","OFFICE/SHOWROOM","1988","1988","4050","CONCRETE SLAB","4050","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","12080","ANDERSON PAVING","AVERAGE","EXCELLENT","35.00",".00",".00","35.00","","","","INCOME","B CLASS","100.00"
"320631500A0019901","320631500A0019900","2019","AUTOMOTIVE SERVICE","2008","2008","900","CONCRETE SLAB","900","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","NONE","NONE","0","0","L&C AUTO SALES","AVERAGE","EXCELLENT","15.00",".00",".00","15.00","","","","COST","B CLASS","100.00"
"00870500170040100","00870500170040100","2019","APARTMENT (BRICK EXTERIOR)","1993","1993","10468","CONCRETE SLAB","5234","NONE","0","2","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","20","15640","TRINITY SQUARE","EXCELLENT","EXCELLENT","35.00",".00",".00","35.00","","","","INCOME","B CLASS","100.00"
"00000462811000000","00000462811000000","2019","CANOPY","2012","2012","940","CONCRETE SLAB","940","NONE","0","0","S-PRE-ENGINEERED STEEL BLDGS","NONE","NONE","0","940","OPEN TRELLIS PAVILLON","EXCELLENT","EXCELLENT","8.00",".00",".00","8.00","","","","COST","B CLASS","100.00"
"320965500A4R10000","320965500A4R10000","2019","OFFICE BUILDING","1982","1982","123000","CONCRETE SLAB","20690","UNASSIGNED","0","6","B-REINFORCED CONCRETE FRAME","CENTRAL HEAT","CENTRAL A/C","0","123099","8505 FREEPORT","GOOD","GOOD","30.00",".00",".00","30.00","","","","INCOME","B CLASS","100.00"
"32087500010040000","32087500010040000","2019","STORAGE WAREHOUSE","1988","1988","2000","CONCRETE SLAB","2000","NONE","0","1","S-PRE-ENGINEERED STEEL BLDGS","CENTRAL HEAT","CENTRAL A/C","0","2000","ARNOLD S AC SERVICE","GOOD","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"44022850010030000","44022850010030000","2019","OFFICE/SHOWROOM","1981","1981","4320","CONCRETE SLAB","4320","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","4320","LUPCO INC","GOOD","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"320960500A0020000","320960500A0020000","2019","OFFICE/SHOWROOM","1995","1995","43944","CONCRETE SLAB","43944","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","44000","FORD AUDIO VIDEO","GOOD","GOOD","25.00",".00",".00","25.00","","","","INCOME","B CLASS","100.00"
"320962700A0010100","320962700A0010100","2019","OFFICE/SHOWROOM","1984","1995","64600","CONCRETE SLAB","64600","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","256235","FREEPORT BUSINESS PARK","GOOD","GOOD","37.00",".00",".00","37.00","","","","INCOME","B CLASS","100.00"
"320962700A0010101","320962700A0010100","2019","OFFICE/SHOWROOM","1984","1984","84125","CONCRETE SLAB","84125","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","0","FREEPORT TECH CENTER","GOOD","GOOD","61.00",".00",".00","61.00","","","","INCOME","B CLASS","100.00"
"320962700A0010102","320962700A0010100","2019","OFFICE/SHOWROOM","1986","1986","54660","CONCRETE SLAB","54660","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","0","FREEPORT TECH CENTER","GOOD","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"320962700A0010103","320962700A0010100","2019","OFFICE/SHOWROOM","1986","1986","54270","CONCRETE SLAB","54270","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","0","FREEPORT TECH CENTER","GOOD","GOOD","55.00",".00",".00","55.00","","","","INCOME","B CLASS","100.00"
"1000059000CC31700","1000059000CC31700","2019","HANGAR","1985","1985","55772","CONCRETE SLAB","50039","NONE","0","2","S-PRE-ENGINEERED STEEL BLDGS","UNASSIGNED","FORCED AIR","0","68092","MILLION AIR","AVERAGE","GOOD","60.00",".00",".00","60.00","","","","COST","B CLASS","100.00"
"60038500010110000","60038500010110000","2019","STORAGE WAREHOUSE","1984","1984","10000","CONCRETE SLAB","10000","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","HEATERS","FORCED AIR","0","10000","DISTINCTIVE TOUCH","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","INCOME","B CLASS","100.00"
"00000554839000000","00000554839000000","2019","CHURCH BUILDING","1985","1985","5824","CONCRETE SLAB","5824","UNASSIGNED","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","8064","CATHEDRAL OF FAITH","AVERAGE","GOOD","45.00",".00",".00","45.00","","","","COST","B CLASS","100.00"
"322777700A0030000","322777700A0030000","2019","DISCOUNT STORE","1999","2011","222353","CONCRETE SLAB","213820","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","213820","WALMART/ MCDONALDS","AVERAGE","GOOD","10.00",".00",".00","10.00","","","","INCOME","B CLASS","100.00"
"60045500040010000","60045500040010000","2019","FAST FOOD RESTAURANT","1989","1989","2334","CONCRETE SLAB","2249","UNASSIGNED","0","1","D-WOOD FRAME","CENTRAL HEAT","CENTRAL A/C","0","2334","WENDYS","AVERAGE","GOOD","70.00",".00",".00","70.00","","","","COST","B CLASS","100.00"
"0046740B0007A0001","0046740B0007A0000","2019","PARKING GARAGE","1984","1984","9306","CONCRETE SLAB","9306","UNASSIGNED","0","1","C-MASONRY, BLOCK, TILT-WALL","UNASSIGNED","UNASSIGNED","0","0","SHORECREST I","AVERAGE","GOOD","70.00",".00",".00","70.00","","","","INCOME","B CLASS","100.00"
"00000101446000001","00000101446000000","2019","STORAGE WAREHOUSE","1991","1991","3750","CONCRETE SLAB","3750","UNASSIGNED","0","1","S-PRE-ENGINEERED STEEL BLDGS","UNASSIGNED","UNASSIGNED","0","0","SEAFOOD SUPPLY CO","AVERAGE","GOOD","40.00",".00",".00","40.00","","","","COST","B CLASS","100.00"
"321915900A0010100","321915900A0010100","2019","MINI-WAREHOUSE","1981","1981","28800","CONCRETE SLAB","28800","NONE","0","1","D-WOOD FRAME","NONE","NONE","246","22660","PUBLIC STORAGE","AVERAGE","GOOD","75.00",".00",".00","75.00","","","","INCOME","B CLASS","100.00"
"32257700000040300","32257700000040300","2019","CANOPY","1980","1980","360","CONCRETE SLAB","360","NONE","0","1","D-WOOD FRAME","NONE","NONE","0","360","CANOPY","AVERAGE","GOOD","80.00",".00",".00","80.00","","","","COST","B CLASS","100.00"
"32257840000020300","32257840000020300","2019","CANOPY","1980","1980","360","CONCRETE SLAB","360","NONE","0","1","D-WOOD FRAME","NONE","NONE","0","360","OUTDOOR STAIRWELL","AVERAGE","GOOD","80.00",".00",".00","80.00","","","","COST","B CLASS","100.00"
"322440200A0010000","322440200A0010000","2019","SELF SERVE CAR WASHES","1989","1989","1500","CONCRETE SLAB","1500","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","NONE","NONE","4","1500","DONS WAND CAR WASH","AVERAGE","GOOD","",".00",".00","","","","","COST","B CLASS","100.00"
"32244500010230000","32244500010230000","2019","CANOPY","1985","1985","576","CONCRETE SLAB","576","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","NONE","NONE","0","576","KEELER PARK","AVERAGE","GOOD","60.00",".00",".00","60.00","","","","COST","B CLASS","100.00"
"00C61330000000A01","00C61330000000A00","2019","PARKING GARAGE","1989","1989","35400","CONCRETE SLAB","35400","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","NONE","NONE","0","0","GLEN LAKES SHOPPING CENTER","AVERAGE","GOOD","62.00",".00",".00","62.00","","","","INCOME","B CLASS","100.00"
"00C61330000000B01","00C61330000000B00","2019","PARKING GARAGE","1989","1989","35400","CONCRETE SLAB","35400","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","NONE","NONE","0","0","GLEN LAKES SHOPPING CENTER","AVERAGE","GOOD","62.00",".00",".00","62.00","","","","INCOME","B CLASS","100.00"
"322596500A0010000","322596500A0010000","2019","MINI-WAREHOUSE","1980","1980","35098","CONCRETE SLAB","45356","NONE","0","2","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","399","43827","METROPLEX SELF STORAGE","AVERAGE","GOOD","65.00",".00",".00","65.00","","","","INCOME","B CLASS","100.00"
"00C69990000050000","00C69990000050000","2019","COCKTAIL LOUNGE","2006","2006","1260","CONCRETE SLAB","1260","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","1260","VACANT","AVERAGE","GOOD","25.00",".00",".00","25.00","","","","COST","B CLASS","100.00"
"00C69990000070000","00C69990000070000","2019","COCKTAIL LOUNGE","2006","2006","3263","CONCRETE SLAB","3263","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","3263","VACANT","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","COST","B CLASS","100.00"
"00C69990000090000","00C69990000090000","2019","COCKTAIL LOUNGE","2006","2006","3263","CONCRETE SLAB","3263","NONE","0","1","C-MASONRY, BLOCK, TILT-WALL","CENTRAL HEAT","CENTRAL A/C","0","3263","VACANT","AVERAGE","GOOD","50.00",".00",".00","50.00","","","","COST","B CLASS","100.00"
