"ACCOUNT_NUM","APPRAISAL_YR","TAX_OBJ_ID","BLDG_CLASS_DESC","YR_BUILT","EFF_YR_BUILT","ACT_AGE","DESIRABILITY_RATING","TOT_MAIN_SF","TOT_LIVING_AREA_SF","PCT_COMPLETE","NUM_STORIES_DESC","CONSTR_FRAM_TYP_DESC","FOUNDATION_TYP_DESC","HEATING_TYP_DESC","AC_TYP_DESC","FENCE_TYP_DESC","EXT_WALL_DESC","BASEMENT_DESC","ROOF_TYP_DESC","ROOF_MAT_DESC","NUM_FIREPLACES","NUM_KITCHENS","NUM_FULL_BATHS","NUM_HALF_BATHS","NUM_WET_BARS","NUM_BEDROOMS","SPRINKLER_SYS_IND","DECK_IND","SPA_IND","POOL_IND","SAUNA_IND","MBL_HOME_SER_NUM","MBL_HOME_MANUFCTR","MBL_HOME_LENGTH","MBL_HOME_WIDTH","MBL_HOME_SPACE","DEPRECIATION_PCT"
"00000113263000000","2019","00000113263000000","04","1925","1925","94","AVERAGE","828","828","100.00","ONE STORY","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","CHAIN","FRAME","NONE","HIP","COMP SHINGLES","0","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","50.00"
"00000121318000000","2019","00000121318000000","04","1913","1913","106","FAIR","1421","1421","100.00","ONE STORY","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","NONE","FRAME","NONE","HIP","COMP SHINGLES","1","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","60.00"
"00000121456000000","2019","00000121456000000","04","1913","1913","106","FAIR","1304","1304","100.00","ONE STORY","FRAME","POST","CENTRAL FULL","CENTRAL FULL","CHAIN","CONCRETE FIBERBOARD","NONE","GABLE","COMP SHINGLES","0","1","2","0","0","2","N","N","N","N","N","","","0","0","     ","60.00"
"00000428974000000","2019","00000428974000000","15","1959","1965","60","AVERAGE","2580","2580","100.00","ONE AND ONE HALF STORIES","FRAME","PIER AND BEAM","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","3","0","0","4","N","N","N","N","N","","","0","0","     ","50.00"
"00000899825600000","2019","00000899825600000","04","1935","2005","84","VERY GOOD","1308","1308","100.00","ONE STORY","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","WOOD","CONCRETE FIBERBOARD","NONE","GABLE","COMP SHINGLES","0","1","1","1","0","4","N","N","N","N","N","","","0","0","     ","15.00"
"00000437002000000","2019","00000437002000000","13","1948","1948","71","AVERAGE","1078","1078","100.00","ONE STORY","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","50.00"
"00000433705000000","2019","00000433705000000","13","1950","1950","69","POOR","1328","1328","100.00","ONE STORY","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","70.00"
"00000437764000000","2019","00000437764000000","13","1946","1946","73","FAIR","1230","1230","100.00","ONE STORY","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","60.00"
"00000681205000000","2019","00000681205000000","04","1954","1954","65","FAIR","1332","1332","100.00","ONE STORY","FRAME","POST","GAS HEATERS","WINDOW","WOOD","FRAME","NONE","HIP","COMP SHINGLES","0","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","60.00"
"00000686368000000","2019","00000686368000000","01","1933","1933","86","FAIR","612","612","100.00","ONE STORY","FRAME","POST","GAS HEATERS","WINDOW","WOOD","COMP ROLL","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","60.00"
"00000174394000000","2019","00000174394000000","04","1921","1921","98","FAIR","1196","1196","100.00","ONE STORY","FRAME","POST","GAS HEATERS","WINDOW","WOOD","ALUMINIUM","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","60.00"
"00000654072950000","2019","00000654072950000","16","1979","1979","40","AVERAGE","1597","1597","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","WINDOW","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","0","1","2","0","0","3","N","N","N","N","N","","","0","0","     ","45.00"
"00000412366000000","2019","00000412366000000","15","1951","1951","68","FAIR","1757","1757","100.00","ONE STORY","FRAME","PIER AND BEAM","CENTRAL FULL","WINDOW","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","60.00"
"00000646606000000","2019","00000646606000000","13","1961","1961","58","GOOD","1632","1632","100.00","ONE STORY","FACTORY","PIER AND BEAM","CENTRAL FULL","WINDOW","WOOD","BRICK VENEER","NONE","HIP","WOOD","0","1","2","0","0","3","N","N","N","N","N","","","0","0","     ","45.00"
"00000670747000000","2019","00000670747000000","15","1953","1953","66","VERY GOOD","1304","1304","100.00","ONE STORY","FRAME","PIER AND BEAM","CENTRAL FULL","WINDOW","WOOD","BRICK VENEER","NONE","GABLE","COMP ROLL","0","1","1","1","0","3","N","N","N","N","N","","","0","0","     ","40.00"
"00000435988000000","2019","00000435988000000","04","1948","1948","71","AVERAGE","1360","1360","100.00","ONE STORY","FRAME","PIER AND BEAM","CENTRAL FULL","WINDOW","WOOD","FRAME","NONE","GABLE","COMP SHINGLES","0","2","2","0","0","4","N","N","N","N","N","","","0","0","     ","50.00"
"00000433258000000","2019","00000433258000000","02","1949","1949","70","AVERAGE","792","792","100.00","ONE STORY","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","WOOD","FRAME","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","50.00"
"00000639415000000","2019","00000639415000000","03","1960","1960","59","AVERAGE","792","792","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","WINDOW","WOOD","ALUMINIUM","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","50.00"
"00000899700450100","2019","00000899700450100","04","1950","1950","69","AVERAGE","1046","1046","100.00","ONE STORY","FRAME","POST","FLOOR FURNACE","WINDOW","WOOD","FRAME","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","50.00"
"00000670795000000","2019","00000670795000000","15","1954","1954","65","GOOD","1321","1321","100.00","ONE STORY","FRAME","PIER AND BEAM","CENTRAL FULL","WINDOW","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","0","1","1","1","0","2","N","N","N","N","N","","","0","0","     ","45.00"
"00000437917000000","2019","00000437917000000","13","1948","1948","71","AVERAGE","1148","1148","100.00","ONE STORY","FRAME","PIER AND BEAM","FLOOR FURNACE","WINDOW","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","50.00"
"00000438172000000","2019","00000438172000000","13","1950","1950","69","GOOD","1395","1395","100.00","ONE STORY","FRAME","PIER AND BEAM","FLOOR FURNACE","WINDOW","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","45.00"
"00000899727840000","2019","00000899727840000","12","1951","1951","68","AVERAGE","2006","2006","100.00","ONE STORY","FRAME","PIER AND BEAM","CENTRAL FULL","WINDOW","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","0","1","3","0","0","3","N","N","N","N","N","","","0","0","     ","50.00"
"00000185362000000","2019","00000185362000000","04","1915","1915","104","VERY POOR","1480","1480","100.00","ONE STORY","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","WOOD","FRAME","NONE","GABLE","COMP SHINGLES","0","1","2","0","0","3","N","N","N","N","N","","","0","0","     ","75.00"
"00000435019000000","2019","00000435019000000","04","1948","1948","71","AVERAGE","1253","1253","100.00","ONE AND ONE HALF STORIES","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","WOOD","FRAME","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","50.00"
"00000171445000000","2019","00000171445000000","04","1920","1920","99","FAIR","836","836","100.00","ONE STORY","FRAME","PIER AND BEAM","GAS HEATERS","WINDOW","WOOD","FRAME","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","60.00"
"00000664381000000","2019","00000664381000000","04","1962","1962","57","GOOD","572","602","100.00","ONE STORY","FRAME","BLOCK","GAS HEATERS","WINDOW","WOOD","FRAME","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","45.00"
"00000168394000000","2019","00000168394000000","04","1918","1918","101","FAIR","1808","1808","100.00","ONE STORY","FRAME","POST","GAS HEATERS","WINDOW","WOOD","VINYL","NONE","GABLE","ALUMINIUM","2","1","1","0","0","4","N","N","N","N","N","","","0","0","     ","60.00"
"00000436114000000","2019","00000436114000000","04","1948","1948","71","AVERAGE","1324","1324","100.00","ONE STORY","FRAME","SLAB","GAS HEATERS","WINDOW","WOOD","FRAME","NONE","GABLE","COMP SHINGLES","0","2","2","0","0","3","N","N","N","N","N","","","0","0","     ","50.00"
"00000432868000000","2019","00000432868000000","03","1948","1948","71","AVERAGE","1152","1152","100.00","ONE STORY","FRAME","SLAB","GAS HEATERS","WINDOW","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","50.00"
"00000899852900000","2019","00000899852900000","04","1935","1935","84","POOR","950","950","100.00","ONE STORY","FRAME","POST","GAS HEATERS","WINDOW","WOOD","FRAME","NONE","HIP","COMP SHINGLES","0","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","70.00"
"00000429004000000","2019","00000429004000000","15","1959","1959","60","AVERAGE","2708","2708","100.00","ONE AND ONE HALF STORIES","FRAME","PIER AND BEAM","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","2","0","0","3","N","N","N","N","N","","","0","0","     ","50.00"
"00000422008000000","2019","00000422008000000","10","1940","1940","79","AVERAGE","6272","6272","100.00","ONE AND ONE HALF STORIES","FRAME","PIER AND BEAM","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","2","1","5","1","1","5","Y","N","N","Y","N","","","0","0","     ","50.00"
"00000417967000000","2019","00000417967000000","15","1949","1949","70","AVERAGE","2554","2554","100.00","ONE AND ONE HALF STORIES","FRAME","PIER AND BEAM","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","3","0","1","3","Y","N","N","N","N","","","0","0","     ","50.00"
"00000664651000000","2019","00000664651000000","13","1952","1952","67","VERY GOOD","816","816","100.00","ONE STORY","FRAME","POST","CENTRAL FULL","CENTRAL FULL","WOOD","ALUMINIUM","NONE","GABLE","COMP SHINGLES","0","1","1","0","0","2","N","N","N","N","N","","","0","0","     ","40.00"
"00000668194000000","2019","00000668194000000","13","1954","1954","65","VERY GOOD","1608","1608","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","0","1","1","1","0","3","N","N","N","N","N","","","0","0","     ","40.00"
"00000820822560000","2019","00000820822560000","14","1976","1976","43","VERY GOOD","1447","1447","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","2","0","0","3","N","N","N","N","N","","","0","0","     ","35.00"
"00000820825360000","2019","00000820825360000","14","1976","1976","43","VERY GOOD","1379","1379","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","2","0","0","3","Y","N","N","N","N","","","0","0","     ","35.00"
"00000820846780000","2019","00000820846780000","14","1978","1978","41","VERY GOOD","1931","1931","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","2","0","1","3","N","N","N","N","N","","","0","0","     ","35.00"
"00000820900020000","2019","00000820900020000","14","1978","1978","41","VERY GOOD","1365","1365","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","1","0","0","3","N","N","N","N","N","","","0","0","     ","35.00"
"00000820907200000","2019","00000820907200000","14","1979","1979","40","FAIR","1684","1684","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","2","0","0","3","N","N","N","Y","N","","","0","0","     ","55.00"
"00000423859000000","2019","00000423859000000","23","2015","2015","4","EXCELLENT","4170","4170","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","ALUMINIUM","2","1","4","1","1","4","Y","N","N","N","N","","","0","0","     ","3.00"
"00000424087000000","2019","00000424087000000","23","2014","2014","5","EXCELLENT","4319","4319","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","3","1","0","4","N","N","N","Y","N","","","0","0","     ","3.00"
"00000425299000000","2019","00000425299000000","23","2016","2016","3","EXCELLENT","4758","4758","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STONE VENEER","NONE","GABLE","ALUMINIUM","1","1","3","1","0","4","N","N","Y","Y","N","","","0","0","     ",".00"
"00000425917000000","2019","00000425917000000","23","2016","2016","3","EXCELLENT","4295","4295","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STUCCO","NONE","HIP","COMP SHINGLES","2","1","3","1","1","4","Y","N","N","Y","N","","","0","0","     ",".00"
"00000425521000000","2019","00000425521000000","23","1947","2010","72","EXCELLENT","3848","3848","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STUCCO","NONE","HIP","ALUMINIUM","1","1","3","1","1","3","Y","N","N","N","N","","","0","0","     ","5.00"
"00000425869000000","2019","00000425869000000","23","2000","2000","19","AVERAGE","3944","3944","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STONE VENEER","NONE","HIP","COMP SHINGLES","2","1","3","0","1","4","Y","N","N","Y","N","","","0","0","     ","25.00"
"00000425929000000","2019","00000425929000000","23","2015","2015","4","EXCELLENT","3842","3842","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","4","2","1","4","Y","N","N","N","N","","","0","0","     ",".00"
"00000425938000000","2019","00000425938000000","23","2014","2014","5","EXCELLENT","4064","4064","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","4","1","0","4","Y","N","N","N","N","","","0","0","     ","3.00"
"00000427969000000","2019","00000427969000000","21","2017","2017","2","EXCELLENT","2100","2100","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STUCCO","NONE","HIP","COMP SHINGLES","0","1","2","1","0","2","N","N","N","N","N","","","0","0","     ",".00"
"00000184150000000","2019","00000184150000000","21","2005","2005","14","EXCELLENT","3387","3387","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","2","1","3","1","1","4","Y","N","N","Y","N","","","0","0","     ","10.00"
"00000184831000000","2019","00000184831000000","21","2007","2007","12","AVERAGE","3838","3838","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","0","1","3","0","0","4","Y","N","N","N","N","","","0","0","     ","20.00"
"00000423895000000","2019","00000423895000000","24","2012","2012","7","AVERAGE","3629","3629","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","2","1","4","0","1","4","Y","N","N","N","N","","","0","0","     ","15.00"
"00000424285000000","2019","00000424285000000","24","2017","2017","2","EXCELLENT","4431","4431","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","2","1","3","1","0","4","Y","N","N","N","N","","","0","0","     ",".00"
"00000417436000000","2019","00000417436000000","21","1999","1999","20","AVERAGE","2302","2302","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","2","1","0","3","Y","N","N","N","N","","","0","0","     ","30.00"
"00000429067000000","2019","00000429067000000","21","1960","2005","59","EXCELLENT","4146","4146","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","4","0","0","6","N","N","N","N","N","","","0","0","     ","5.00"
"00000412021000000","2019","00000412021000000","24","2000","2000","19","AVERAGE","5611","5611","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","4","1","5","2","2","5","Y","N","N","Y","N","","","0","0","     ","25.00"
"00000412345000000","2019","00000412345000000","24","2018","2018","1","EXCELLENT","3537","3537","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STUCCO","NONE","HIP","COMP SHINGLES","2","1","4","1","0","5","N","N","N","N","N","","","0","0","     ",".00"
"00000413014000000","2019","00000413014000000","24","2015","2015","4","EXCELLENT","7182","7182","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STUCCO","NONE","HIP","ALUMINIUM","2","1","5","3","3","6","N","N","N","N","N","","","0","0","     ",".00"
"00000183829000000","2019","00000183829000000","07","2006","2006","13","GOOD","4291","4291","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","CONCRETE FIBERBOARD","NONE","GABLE","COMP SHINGLES","2","1","3","2","0","5","Y","N","N","N","N","","","0","0","     ","15.00"
"00051200000030000","2019","00051200000030000","18","1984","1995","35","GOOD","1050","1050","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","1","1","0","2","Y","N","N","N","N","","","0","0","     ","25.00"
"00051200000180000","2019","00051200000180000","18","1984","1984","35","GOOD","1050","1050","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","1","1","0","2","Y","N","N","N","N","","","0","0","     ","35.00"
"00000662159220000","2019","00000662159220000","18","1970","1970","49","GOOD","1323","1323","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STUCCO","NONE","GABLE","COMP SHINGLES","1","1","2","1","0","3","N","N","N","N","N","","","0","0","     ","40.00"
"00000821504080000","2019","00000821504080000","21","1984","1984","35","GOOD","4220","4220","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","4","1","4","0","1","5","Y","N","N","N","N","","","0","0","     ","35.00"
"00000414811000000","2019","00000414811000000","23","2005","2005","14","GOOD","5035","5035","100.00","TWO STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STUCCO","NONE","HIP","COMP SHINGLES","1","1","4","1","1","4","Y","N","N","Y","N","","","0","0","     ","20.00"
"00000821042800000","2019","00000821042800000","21","1980","1980","39","VERY GOOD","4449","4449","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","3","1","4","2","1","4","N","N","N","N","N","","","0","0","     ","35.00"
"000557000D10D0000","2019","000557000D10D0000","21","2002","2002","17","VERY GOOD","2238","2238","100.00","THREE STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","2","1","0","3","Y","N","N","N","N","","","0","0","     ","15.00"
"000564000F04B0000","2019","000564000F04B0000","21","1998","1998","21","VERY GOOD","3252","3252","100.00","THREE STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","3","1","0","3","Y","N","N","N","N","","","0","0","     ","20.00"
"00000820751200000","2019","00000820751200000","21","1977","2005","42","GOOD","4280","4280","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","BRICK","BRICK VENEER","NONE","HIP","COMP SHINGLES","3","1","3","1","1","4","Y","N","N","Y","N","","","0","0","     ","20.00"
"00000821042380000","2019","00000821042380000","21","1980","1980","39","GOOD","3777","3777","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","2","1","4","1","1","4","N","N","N","Y","N","","","0","0","     ","40.00"
"00000821042640000","2019","00000821042640000","21","1980","1980","39","GOOD","3624","3624","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","2","1","3","1","0","4","N","N","N","N","N","","","0","0","     ","40.00"
"00000423649000000","2019","00000423649000000","23","2007","2007","12","GOOD","3598","3598","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STONE VENEER","NONE","HIP","COMP SHINGLES","2","1","3","1","0","4","N","N","N","N","N","","","0","0","     ","15.00"
"00000407107000000","2019","00000407107000000","23","2014","2014","5","GOOD","4161","4161","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","4","1","0","4","Y","N","N","N","N","","","0","0","     ","10.00"
"00000820606820000","2019","00000820606820000","23","1985","1985","34","GOOD","4541","4541","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","3","1","0","5","Y","N","N","Y","N","","","0","0","     ","35.00"
"000328000003A0000","2019","000328000003A0000","21","2002","2002","17","GOOD","1634","1634","100.00","THREE STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","BRICK","BRICK VENEER","NONE","FLAT","COMP ROLL","1","1","2","1","0","2","Y","Y","N","N","N","","","0","0","     ","20.00"
"00000821042580000","2019","00000821042580000","21","1980","1980","39","GOOD","4638","4638","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","4","1","1","4","Y","N","N","Y","N","","","0","0","     ","40.00"
"00000821502540000","2019","00000821502540000","21","1980","1980","39","GOOD","3530","3530","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","3","0","1","5","N","N","N","N","N","","","0","0","     ","40.00"
"00000649906000000","2019","00000649906000000","16","1965","1965","54","GOOD","3002","3002","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","2","1","0","4","N","N","N","N","N","","","0","0","     ","45.00"
"00000821043060000","2019","00000821043060000","21","1980","1980","39","GOOD","3704","3848","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","3","1","3","1","1","4","N","N","N","N","N","","","0","0","     ","40.00"
"00000821040640000","2019","00000821040640000","18","1977","1977","42","GOOD","2568","2568","100.00","ONE AND ONE HALF STORIES","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","3","0","1","4","Y","Y","N","N","N","","","0","0","     ","40.00"
"00000821041100000","2019","00000821041100000","18","1977","1977","42","VERY GOOD","2176","2176","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","2","0","1","3","Y","N","N","Y","N","","","0","0","     ","35.00"
"00000821045140000","2019","00000821045140000","18","1977","1987","42","VERY GOOD","2212","2212","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","SHED","COMP SHINGLES","1","1","3","0","1","4","N","N","N","N","N","","","0","0","     ","30.00"
"00000821047200000","2019","00000821047200000","18","1977","1977","42","VERY GOOD","2351","2351","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","3","0","1","3","Y","N","N","N","N","","","0","0","     ","35.00"
"00000661993000000","2019","00000661993000000","18","1965","1965","54","FAIR","2546","2546","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","1","1","3","0","0","3","N","N","N","N","N","","","0","0","     ","60.00"
"00000669286000000","2019","00000669286000000","14","2013","2013","6","VERY GOOD","1390","1390","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","0","1","2","0","0","3","Y","N","N","N","N","","","0","0","     ","5.00"
"00000671689120000","2019","00000671689120000","14","1980","1980","39","VERY GOOD","1475","1475","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","2","0","0","3","N","N","N","N","N","","","0","0","     ","35.00"
"00000671689360000","2019","00000671689360000","14","1981","1981","38","VERY GOOD","1715","1715","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","GABLE","COMP SHINGLES","1","1","2","0","0","3","N","Y","N","N","N","","","0","0","     ","30.00"
"00000820609080000","2019","00000820609080000","21","1979","1989","40","VERY GOOD","4186","5086","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","BRICK VENEER","NONE","HIP","COMP SHINGLES","2","1","3","1","1","4","Y","N","N","N","N","","","0","0","     ","30.00"
"00000820751240000","2019","00000820751240000","21","1977","1977","42","VERY GOOD","3957","3957","100.00","ONE STORY","FRAME","SLAB","CENTRAL FULL","CENTRAL FULL","WOOD","STONE VENEER","NONE","HIP","COMP SHINGLES","1","1","4","1","1","3","Y","N","N","N","N","","","0","0","     ","35.00"
