"ACCOUNT_NUM","APPRAISAL_YR","IMPR_VAL","LAND_VAL","LAND_AG_EXEMPT","AG_USE_VAL","TOT_VAL","HMSTD_CAP_VAL","REVAL_YR","PREV_REVAL_YR","PREV_MKT_VAL","TOT_CONTRIB_AMT","TAXPAYER_REP","CITY_JURIS_DESC","COUNTY_JURIS_DESC","ISD_JURIS_DESC","HOSPITAL_JURIS_DESC","COLLEGE_JURIS_DESC","SPECIAL_DIST_JURIS_DESC","CITY_SPLIT_PCT","COUNTY_SPLIT_PCT","ISD_SPLIT_PCT","HOSPITAL_SPLIT_PCT","COLLEGE_SPLIT_PCT","SPECIAL_DIST_SPLIT_PCT","CITY_TAXABLE_VAL","COUNTY_TAXABLE_VAL","ISD_TAXABLE_VAL","HOSPITAL_TAXABLE_VAL","COLLEGE_TAXABLE_VAL","SPECIAL_DIST_TAXABLE_VAL","CITY_CEILING_VALUE","COUNTY_CEILING_VALUE","ISD_CEILING_VALUE","HOSPITAL_CEILING_VALUE","COLLEGE_CEILING_VALUE","SPECIAL_DIST_CEILING_VALUE","VID_IND","GIS_PARCEL_ID","APPRAISAL_METH_CD","RENDITION_PENALTY","DIVISION_CD","EXTRNL_CNTY_ACCT","EXTRNL_CITY_ACCT","P_BUS_TYP_CD","BLDG_CLASS_CD","SPTD_CODE"
"00000508096000000","2019","109560.00","27500.00","0","0","137060.00","137060.00","2019","2018","123570.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","137060","137060","137060","137060","137060","0","","","","","","","N","00000508096000000","1","","RES","","000608200701400","","14","A11"
"22098100010010000","2019","109520.00","35000.00","0","0","144520.00","144520.00","2019","2018","127380.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DUNCANVILLE","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","144520","144520","144520","144520","144520","0","","","","","","","N","22098100010010000","2","","RES","","","","14","A11"
"18002690020040000","2019","340000.00","60000.00","0","0","400000.00","400000.00","2019","2018","400000.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","380000","320000","375000","320000","320000","0","","","","","","","N","18002690020040000","1","","RES","","","","18","A11"
"22132500160020000","2019","116260.00","35000.00","0","0","151260.00","151260.00","2019","2018","117070.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DUNCANVILLE","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","151260","151260","151260","151260","151260","0","","","","","","","N","22132500160020000","1","","RES","","","","14","A11"
"22137300090170000","2019","146020.00","28000.00","0","0","174020.00","174020.00","2019","2018","174020.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DUNCANVILLE","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","174020","139216","149020","139216","139216","0","","","","","","","N","22137300090170000","1","","RES","","","","18","A11"
"26244500060050000","2019","119240.00","35000.00","0","0","154240.00","154240.00","2018","2017","115630.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","154240","154240","154240","154240","154240","0","","","","","","","N","26244500060050000","1","","RES","","","","14","A11"
"26560500020230000","2019","171130.00","33000.00","0","0","204130.00","204130.00","2019","2017","165110.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","204130","204130","204130","204130","204130","0","","","","","","","N","26560500020230000","1","","RES","","","","16","A11"
"00000333064000000","2019","33470.00","60000.00","0","0","93470.00","93470.00","2019","2018","78470.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","93470","93470","93470","93470","93470","0","","","","","","","N","00000333064000000","1","","RES","","000465000100500","","02","A11"
"00000706446980000","2019","34160.00","45930.00","0","0","80090.00","80090.00","2018","2017","61540.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","80090","80090","80090","80090","80090","0","","","","","","","N","CONDO00C6305CONDO","1","","RES","","0000000000000000000000000","","CONDOMINIUM","A13"
"00000109786000000","2019",".00","222600.00","0","0","222600.00","222600.00","2019","2018","122430.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","222600","222600","222600","222600","222600","0","","","","","","","N","00000109786000000","1","","COM","","000044700000100","","LAND ONLY","C12"
"008800000D0200000","2019","107100.00","12000.00","0","0","119100.00","119100.00","2019","2016","78440.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","119100","119100","119100","119100","119100","0","","","","","","","N","008800000D0200000","1","","RES","","","","14","A11"
"00000126187000000","2019",".00","125000.00","0","0","125000.00","125000.00","2019","2017","42500.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","125000","125000","125000","125000","125000","0","","","","","","","N","00000126187000000","1","","RES","","000080000400500","","LAND ONLY","C11"
"18001260000080000","2019","730260.00","150000.00","0","0","880260.00","880260.00","2019","2018","880260.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","880260","880260","880260","880260","880260","0","","","","","","","N","18001260000080000","1","","RES","","","","24","A11"
"180019000A0330000","2019","304410.00","84000.00","0","0","388410.00","345031.00","2019","2018","388410.00",".00","A19 APPRAISAL PROTEST","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","252780","207025","310031","207025","201025","0",".00","442.28","4069.90","",".00","","N","180019000A0330000","1","","RES","","","","18","A11"
"00000341839000000","2019","24190.00","200000.00","0","0","224190.00","224190.00","2019","2018","180000.00",".00","G11 GEM REALTY","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","224190","224190","224190","224190","224190","0","","","","","","","N","00000341839000000","2","","RES","","000482400300100","","04","A11"
"26209500020040000","2019","81000.00","25000.00","0","0","106000.00","106000.00","2019","2018","111570.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","106000","106000","106000","106000","106000","0","","","","","","","N","26209500020040000","2","","RES","","","","04","A11"
"0029N800000100425","2019","658730.00","32170.00","0","0","690900.00","570878.00","2019","2018","690900.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","356703","387703","443791","387703","381703","0",".00","531.14","3249.11","",".00","","N","CONDO0029N80CONDO","1","","RES","","","","CONDOMINIUM","A13"
"22134500030010000","2019","195000.00","40000.00","0","0","235000.00","235000.00","2019","2018","240070.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DUNCANVILLE","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","205000","119000","195000","119000","113000","0",".00","198.12","1624.13","",".00","","N","22134500030010000","1","","RES","","","","21","A11"
"00000303802000000","2019","14070.00","23000.00","0","0","37070.00","37070.00","2019","2017","24070.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","37070","37070","37070","37070","37070","0","","","","","","","N","00000303802000000","1","","RES","","000409504300500","","04","A11"
"00000706462830000","2019","43320.00","76490.00","0","0","119810.00","112959.00","2019","2018","102690.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","90368","90368","76664","90368","90368","0","","","","","","","N","CONDO00C3010CONDO","1","","RES","","0000000000000000000000000","","CONDOMINIUM","A13"
"00000708289000000","2019","272270.00","289210.00","0","0","561480.00","561480.00","2019","2018","561480.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","449184","449184","480332","449184","449184","0","","","","","","","N","00000708289000000","1","","RES","","000729800401400","","15","A11"
"220955400B10B0000","2019","91410.00","25000.00","0","0","116410.00","116410.00","2019","2018","105630.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DUNCANVILLE","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","116410","116410","116410","116410","116410","0","","","","","","","N","220955400B10B0000","2","","RES","","","","14","A11"
"00000193195000000","2019","111860.00","236000.00","0","0","347860.00","347860.00","2019","2018","282280.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","347860","347860","347860","347860","347860","0","","","","","","","N","00000193195000000","1","","RES","","000199800601000","","09","A11"
"26197500050150000","2019","67700.00","20000.00","0","0","87700.00","87700.00","2017","2016","72430.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","87700","87700","87700","87700","87700","0","","","","","","","N","26197500050150000","1","","RES","","","","04","A11"
"00000620851000000","2019","23000.00","15000.00","0","0","38000.00","38000.00","2018","2015","38000.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","38000","38000","38000","38000","38000","0","","","","","","","N","00000620851000000","1","","RES","","000665600401300","","14","A11"
"180017900A0080000","2019","377500.00","98000.00","0","0","475500.00","475500.00","2018","2016","437000.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","COPPELL","DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","NORTHWEST DALLAS COUNTY FCD",".00",".00",".00",".00",".00",".00","451725","380400","450500","380400","380400","475500","","","","","","","N","180017900A0080000","1","","RES","","","","21","A11"
"180019000A0370000","2019","231080.00","84000.00","0","0","315080.00","315080.00","2018","2016","229700.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","315080","315080","315080","315080","315080","0","","","","","","","N","180019000A0370000","1","","RES","","","","18","A11"
"180023500A0540000","2019","352400.00","70000.00","0","0","422400.00","422400.00","2019","2018","422400.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","NORTHWEST DALLAS COUNTY FCD",".00",".00",".00",".00",".00",".00","401280","337920","397400","337920","337920","422400","","","","","","","N","180023500A0540000","1","","RES","","","","21","A11"
"0029N800000100131","2019","230360.00","16880.00","0","0","247240.00","247240.00","2018","2017","215450.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","247240","247240","247240","247240","247240","0","","","","","","","N","CONDO0029N80CONDO","1","","RES","","","","CONDOMINIUM","A13"
"00000101071000000","2019","979200.00","250250.00","0","0","1229450.00","1229450.00","2018","2017","1170900.00",".00","357 NEIMAN MARCUS GROUP","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","1229450","1229450","1229450","1229450","1229450","0","","","","","","","N","00000101071000000","3","","COM","","0000000000000000000000000","","RETAIL STRIP","F10"
"00000331669000000","2019","348300.00","161700.00","0","0","510000.00","510000.00","2019","2018","536730.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","510000","510000","510000","510000","510000","0","","","","","","","N","00000331669000000","2","","RES","","000461400700900","","09","A11"
"008709000N0120000","2019","160630.00","38000.00","0","0","198630.00","198630.00","2019","2018","198630.00",".00","P24 AD VALOREM TAX MANAGEMENT","DALLAS","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","158904","158904","173630","158904","158904","0","","","","","","","N","008709000N0120000","1","","RES","","","","16","A11"
"00000508807000000","2019","97510.00","22000.00","0","0","119510.00","119510.00","2019","2018","112850.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","119510","119510","119510","119510","119510","0","","","","","","","N","00000508807000000","1","","RES","","000608400102600","","14","A11"
"18001510520240000","2019","262730.00","112500.00","0","0","375230.00","332332.00","2019","2018","355650.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","240716","196866","297332","196866","190866","0",".00","478.58","3957.19","",".00","","N","18001510520240000","1","","RES","","","","16","A11"
"18001520010090100","2019","576000.00","180000.00","0","0","756000.00","550000.00","2019","2017","500000.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","522500","440000","525000","440000","440000","0","","","","","","","N","18001520010090100","2","","RES","","","","23","A11"
"180018700A0260000","2019","380590.00","90000.00","0","0","470590.00","470590.00","2019","2018","427980.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","COPPELL","DALLAS COUNTY","COPPELL ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","447061","376472","445590","376472","376472","0","","","","","","","N","180018700A0260000","2","","RES","","","","21","A11"
"22115000000380000","2019","127280.00","12000.00","0","0","139280.00","139280.00","2019","2018","107870.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DUNCANVILLE","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","139280","139280","139280","139280","139280","0","","","","","","","N","22115000000380000","1","","RES","","","","TOWNHOME","A12"
"26238500140200000","2019","187480.00","38000.00","0","0","225480.00","193304.00","2019","2018","217950.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","177840","154644","168304","154644","154644","0","","","","","","","N","26238500140200000","1","","RES","","","","14","A11"
"0021M700000A01012","2019","48110.00","22270.00","0","0","70380.00","70380.00","2019","2018","32840.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","RICHARDSON ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","70380","70380","70380","70380","70380","0","","","","","","","N","CONDO0021M70CONDO","1","","RES","","","","CONDOMINIUM","A13"
"26263500040160000","2019","123200.00","25000.00","0","0","148200.00","148200.00","2019","2018","132570.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","148200","148200","148200","148200","148200","0","","","","","","","N","26263500040160000","1","","RES","","","","12","A11"
"00000187120000000","2019","109080.00","340000.00","0","0","449080.00","380666.00","2019","2018","449080.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","204533","235533","272600","235533","229533","0",".00","335.88","2070.53","",".00","","N","00000187120000000","2","","RES","","000193701201100","","04","A11"
"00000306775000000","2019","92620.00","40000.00","0","0","132620.00","87637.00","2019","2016","79670.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","70110","70110","53874","70110","70110","0","","","","","","","N","00000306775000000","1","","RES","","000414700601200","","13","A11"
"00000403752900000","2019","618820.00","363750.00","0","0","982570.00","982570.00","2019","2018","914700.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","686056","717056","814313","717056","711056","0",".00","1206.89","4148.47","",".00","","N","00000403752900000","2","","RES","","000545403105200","","23","A11"
"00000706461870000","2019","42910.00","49590.00","0","0","92500.00","92500.00","2019","2018","85100.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","92500","92500","92500","92500","92500","0","","","","","","","N","CONDO00C3010CONDO","1","","RES","","000728900200238","","CONDOMINIUM","A13"
"00000619432000000","2019",".00","6000.00","0","0","6000.00","6000.00","2019","2017","2500.00",".00","P25 ASSESSMENT TECHNOLOGIES LTD","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","6000","6000","6000","6000","6000","0","","","","","","","N","00000619432000000","1","","RES","","","","LAND ONLY","C11"
"12055390010010000","2019","136820.00","145540.00","0","0","282360.00","282360.00","2017","2014","282360.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","BALCH SPRINGS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","282360","282360","282360","282360","282360","0","","","","","","","N","12055390010010000","3","","COM","","","","AUTOMOTIVE SERVICE","F10"
"00000342634000000","2019","55000.00","295000.00","0","0","350000.00","350000.00","2019","2018","289290.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","350000","350000","350000","350000","350000","0","","","","","","","N","00000342634000000","1","","RES","","000484000900800","","13","A11"
"008800000D0220000","2019","121560.00","12000.00","0","0","133560.00","133560.00","2019","2016","98150.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","133560","133560","133560","133560","133560","0","","","","","","","N","008800000D0220000","2","","RES","","","","14","A11"
"26197500050170000","2019","63420.00","20000.00","0","0","83420.00","83420.00","2017","2016","65880.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","83420","83420","83420","83420","83420","0","","","","","","","N","26197500050170000","1","","RES","","","","04","A11"
"26238500070250000","2019","178850.00","38000.00","0","0","216850.00","216850.00","2019","2018","184270.00","1.00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","216850","216850","216850","216850","216850","0","","","","","","","N","26238500070250000","1","","RES","","","","14","A11"
"00000126175000000","2019",".00","90000.00","0","0","90000.00","90000.00","2019","2017","30600.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","90000","90000","90000","90000","90000","0","","","","","","","N","00000126175000000","1","","RES","","000080000000101","","LAND ONLY","C11"
"00000794306620000","2019","248080.00","130000.00","0","0","378080.00","378080.00","2019","2018","378080.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","RICHARDSON ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","302464","302464","315272","302464","302464","0","","","","","","","N","00000794306620000","1","","RES","","000816105002700","","18","A11"
"00000107688440000","2019","326480.00","133880.00","0","0","460360.00","460360.00","2019","2018","460360.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","460360","460360","460360","460360","460360","0","","","","","","","N","00000107688440000","1","","RES","","000033405302300","","18","A11"
"00000126181000000","2019",".00","90000.00","0","0","90000.00","90000.00","2019","2017","30600.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","90000","90000","90000","90000","90000","0","","","","","","","N","00000126181000000","1","","RES","","000080000400102","","LAND ONLY","C11"
"00000796915100000","2019","69220.00","41180.00","0","0","110400.00","110400.00","2019","2018","110400.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","110400","110400","110400","110400","110400","0","","","","","","","N","CONDO00C5855CONDO","1","","RES","","","","CONDOMINIUM","A13"
"26197500040140000","2019","65130.00","20000.00","0","0","85130.00","85130.00","2017","2016","67000.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","85130","85130","85130","85130","85130","0","","","","","","","N","26197500040140000","1","","RES","","","","04","A11"
"26205500080230000","2019","59380.00","20000.00","0","0","79380.00","79380.00","2017","2016","65980.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","79380","79380","79380","79380","79380","0","","","","","","","N","26205500080230000","1","","RES","","","","04","A11"
"00000211489380000","2019","102470.00","57530.00","0","0","160000.00","160000.00","2019","2018","145650.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DALLAS","DALLAS COUNTY","DALLAS ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","160000","160000","160000","160000","160000","0","","","","","","","N","CONDO00C7315CONDO","1","","RES","","","","CONDOMINIUM","A13"
"26243000060230000","2019","128930.00","40000.00","0","0","168930.00","168930.00","2019","2018","155930.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","168930","168930","168930","168930","168930","0","","","","","","","N","26243000060230000","1","","RES","","","","14","A11"
"22138500020100000","2019","68820.00","20000.00","0","0","88820.00","88820.00","2019","2018","92530.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","DUNCANVILLE","DALLAS COUNTY","DUNCANVILLE ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","88820","88820","88820","88820","88820","0","","","","","","","N","22138500020100000","1","","RES","","","","04","A11"
"26254750020030000","2019","219170.00","70000.00","0","0","289170.00","289170.00","2019","2018","297110.00",".00","801 TEXAS PROPERTY TAX CONSULTANTS","GARLAND","DALLAS COUNTY","GARLAND ISD","PARKLAND HOSPITAL","DALLAS CO COMMUNITY COLLEGE","UNASSIGNED",".00",".00",".00",".00",".00",".00","215037","162336","254170","162336","156336","0",".00","394.64","3532.96","",".00","","N","26254750020030000","2","","RES","","","","18","A11"
